cbsa_code,name,cbsa_type,land_sqmi,lat,lon
10500,"Albany, GA Metro Area",1,1590.971,31.644686,-84.110718
19500,"Decatur, IL Metro Area",1,580.548,39.860237,-88.961529
22500,"Florence, SC Metro Area",1,1361.137,34.153574,-79.806164
24500,"Great Falls, MT Metro Area",1,2698.206,47.316575,-111.350262
34500,"Mount Vernon, IL Micro Area",2,571.235,38.30078,-88.92421
33500,"Minot, ND Metro Area",1,4764.215,48.320242,-101.19801
31500,"Madison, IN Micro Area",2,360.699,38.783604,-85.44009
41500,"Salinas, CA Metro Area",1,3281.718,36.240104,-121.315578
43500,"Silver City, NM Micro Area",2,3961.207,32.732087,-108.381504
44500,"Stephenville, TX Micro Area",2,1083.179,32.236669,-98.220545
45500,"Texarkana, TX-AR Metro Area",1,2040.234,33.478373,-94.207162
12520,"Baker City, OR Micro Area",2,3067.967,44.703427,-117.691933
45520,"The Dalles, OR Micro Area",2,2381.119,45.164536,-121.165069
46520,"Urban Honolulu, HI Metro Area",1,600.786,21.461365,-158.201974
12540,"Bakersfield-Delano, CA Metro Area",1,8134.673,35.346629,-118.729506
13540,"Bennington, VT Micro Area",2,674.237,43.035328,-73.111496
20540,"Dyersburg, TN Micro Area",2,512.351,36.054196,-89.398306
21540,"Escanaba, MI Micro Area",2,1171.094,45.805229,-86.901938
22540,"Fond du Lac, WI Metro Area",1,719.566,43.754722,-88.493284
27540,"Jasper, IN Micro Area",2,427.267,38.373344,-86.873385
28540,"Ketchikan, AK Micro Area",2,4857.091,55.449938,-131.106685
29540,"Lancaster, PA Metro Area",1,943.924,40.041992,-76.250198
33540,"Missoula, MT Metro Area",1,3812.63,47.069545,-114.262668
32540,"McAlester, OK Micro Area",2,1305.512,34.92554,-95.74813
37540,"Paris, TN Micro Area",2,561.902,36.325295,-88.300288
38540,"Pocatello, ID Metro Area",1,1112.489,42.692921,-112.228982
40540,"Rock Springs, WY Micro Area",2,10426.981,41.660328,-108.875677
42540,"Scranton--Wilkes-Barre, PA Metro Area",1,1745.951,41.322881,-75.898188
44540,"Sterling, CO Micro Area",2,1838.599,40.728091,-103.090464
46540,"Utica-Rome, NY Metro Area",1,2623.028,43.33228,-75.173189
48540,"Wheeling, WV-OH Metro Area",1,943.388,39.977687,-80.854826
14580,"Bozeman, MT Metro Area",1,2605.354,45.518054,-111.163921
15580,"Butte-Silver Bow, MT Micro Area",2,717.99,45.896232,-112.660071
17580,"Clovis, NM Micro Area",2,3851.575,34.221551,-103.431242
19580,"Defiance, OH Micro Area",2,411.439,41.321679,-84.486433
20580,"Eagle Pass, TX Metro Area",1,1279.476,28.729787,-100.316678
22580,"Forest City, NC Micro Area",2,565.437,35.402747,-81.919582
25580,"Hastings, NE Micro Area",2,1710.463,40.404569,-98.349062
30580,"Liberal, KS Micro Area",2,639.653,37.18096,-100.855257
33580,"Mitchell, SD Micro Area",2,1439.457,43.826091,-98.021652
31580,"Madisonville, KY Micro Area",2,542.187,37.31107,-87.542196
36580,"Oneonta, NY Micro Area",2,1001.738,42.629776,-75.028841
37580,"Paris, TX Micro Area",2,1951.227,33.646445,-95.295089
42580,"Seaford, DE Micro Area",2,936.14,38.673227,-75.337024
11620,"Ardmore, OK Micro Area",2,822.301,34.251848,-97.287927
14620,"Bradford, PA Micro Area",2,979.694,41.81459,-78.572463
12620,"Bangor, ME Metro Area",1,3397.186,45.409284,-68.666616
15620,"Cadillac, MI Micro Area",2,1129.712,44.328738,-85.326429
19620,"Del Rio, TX Micro Area",2,3144.75,29.875285,-101.143324
32620,"McComb, MS Micro Area",2,813.113,31.147972,-90.250227
31620,"Magnolia, AR Micro Area",2,766.065,33.223038,-93.232843
38620,"Ponca City, OK Micro Area",2,919.61,36.814885,-97.143862
40620,"Rolla, MO Micro Area",2,671.787,37.866326,-91.790349
43620,"Sioux Falls, SD-MN Metro Area",1,3057.869,43.525658,-96.875416
45620,"Thomasville, GA Micro Area",2,999.095,30.86301,-84.058195
46620,"Uvalde, TX Micro Area",2,1551.922,29.350308,-99.768427
47620,"Warren, PA Micro Area",2,884.282,41.834298,-79.298182
21640,"Eufaula, AL-GA Micro Area",2,1036.245,31.867281,-85.335032
17650,"Cody, WY Micro Area",2,6939.039,44.492387,-109.593597
11660,"Arkadelphia, AR Micro Area",2,865.971,34.053316,-93.176208
10660,"Albert Lea, MN Micro Area",2,707.245,43.674202,-93.350289
14660,"Brainerd, MN Micro Area",2,3019.872,46.767291,-94.223862
16660,"Charleston-Mattoon, IL Micro Area",2,508.272,39.51368,-88.220782
21660,"Eugene-Springfield, OR Metro Area",1,4554.092,43.928334,-122.897581
22660,"Fort Collins-Loveland, CO Metro Area",1,2595.746,40.658093,-105.486764
23660,"Galesburg, IL Micro Area",2,716.355,40.930945,-90.213792
28660,"Killeen-Temple, TX Metro Area",1,2818.612,31.20273,-97.789638
29660,"Laramie, WY Micro Area",2,4274.175,41.665514,-105.721883
32660,"McMinnville, TN Micro Area",2,432.673,35.67825,-85.777343
34660,"Murray, KY Micro Area",2,384.862,36.620978,-88.274086
41660,"San Angelo, TX Metro Area",1,2573.864,31.36531,-100.659418
44660,"Stillwater, OK Micro Area",2,684.901,36.079225,-96.975255
43660,"Snyder, TX Micro Area",2,905.445,32.744353,-100.913346
46660,"Valdosta, GA Metro Area",1,1607.38,30.827158,-83.243555
48660,"Wichita Falls, TX Metro Area",1,2619.642,33.776144,-98.501907
23680,"Gallipolis, OH Micro Area",2,466.53,38.817046,-82.301746
13700,"Big Spring, TX Micro Area",2,900.79,32.30343,-101.438721
14700,"Branson, MO Micro Area",2,632.263,36.649827,-93.042819
16700,"Charleston-North Charleston, SC Metro Area",1,2590.167,33.01754,-80.009947
19700,"Deming, NM Micro Area",2,2965.177,32.184523,-107.747191
21700,"Eureka-Arcata, CA Micro Area",2,3568.024,40.706655,-123.926176
22700,"Fort Dodge, IA Micro Area",2,715.704,42.433579,-94.175831
23700,"Gallup, NM Micro Area",2,5451.064,35.584062,-108.253294
25700,"Hays, KS Micro Area",2,899.934,38.914597,-99.317313
26700,"Huron, SD Micro Area",2,1258.698,44.418265,-98.279422
29700,"Laredo, TX Metro Area",1,3361.498,27.760799,-99.340752
32700,"McPherson, KS Micro Area",2,898.285,38.395812,-97.647489
40700,"Roseburg, OR Micro Area",2,5035.676,43.286328,-123.154476
43700,"Somerset, KY Micro Area",2,658.1,37.107428,-84.576969
42700,"Sebring, FL Metro Area",1,1017.664,27.34108,-81.342353
45700,"Tifton, GA Micro Area",2,546.308,31.592714,-83.572994
14720,"Breckenridge, CO Micro Area",2,985.247,39.47505,-106.202071
13740,"Billings, MT Metro Area",1,6477.82,45.63714,-108.832361
17740,"Coldwater, MI Micro Area",2,506.411,41.918455,-85.066885
21740,"Evanston, WY-UT Micro Area",2,3110.484,41.412124,-110.760958
24740,"Greenville, MS Micro Area",2,724.146,33.273174,-90.944446
25740,"Helena, MT Metro Area",1,6307.737,46.715671,-112.1352
26740,"Hutchinson, KS Micro Area",2,1255.308,37.948185,-98.078346
31740,"Manhattan, KS Metro Area",1,1835.046,39.268424,-96.562242
35740,"Norfolk, NE Micro Area",2,1573.493,42.04313,-97.487952
38740,"Poplar Bluff, MO Micro Area",2,694.754,36.71518,-90.40313
40740,"Roswell, NM Micro Area",2,6067.178,33.361604,-104.469837
44740,"Storm Lake, IA Micro Area",2,574.899,42.741522,-95.141432
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",1,4210.462,33.023604,-116.776117
42740,"Sedalia, MO Micro Area",2,682.237,38.727388,-93.28519
45740,"Toccoa, GA Micro Area",2,178.862,34.553582,-83.290588
49740,"Yuma, AZ Metro Area",1,5513.82,32.773942,-113.910905
40760,"Ruidoso, NM Micro Area",2,4831.115,33.740841,-105.449805
43760,"Sonora, CA Micro Area",2,2220.912,38.021434,-119.964733
41760,"Sandpoint, ID Micro Area",2,1733.229,48.324634,-116.62745
10780,"Alexandria, LA Metro Area",1,1967.86,31.325348,-92.546803
13780,"Binghamton, NY Metro Area",1,1224.417,42.163928,-76.022943
17780,"College Station-Bryan, TX Metro Area",1,2100.375,30.754392,-96.488537
15780,"Camden, AR Micro Area",2,1361.322,33.567513,-92.708217
22780,"Fort Leonard Wood, MO Micro Area",2,547.112,37.824835,-92.207022
23780,"Garden City, KS Micro Area",2,1301.997,38.049808,-100.739967
40780,"Russellville, AR Micro Area",2,1741.338,35.199586,-93.252763
45780,"Toledo, OH Metro Area",1,1362.279,41.544357,-83.690777
48780,"Williston, ND Micro Area",2,2077.6,48.355765,-103.501333
47780,"Washington, IN Micro Area",2,429.514,38.69609,-87.076943
19810,"Detroit Lakes, MN Micro Area",2,1315.037,46.937629,-95.741757
11820,"Astoria, OR Micro Area",2,828.239,46.024509,-123.705037
10820,"Alexandria, MN Micro Area",2,636.878,45.936835,-95.462155
15820,"Campbellsville, KY Micro Area",2,552.377,37.315476,-85.442981
16820,"Charlottesville, VA Metro Area",1,1644.532,37.949084,-78.593206
17820,"Colorado Springs, CO Metro Area",1,2683.557,38.845507,-104.638728
20820,"Effingham, IL Micro Area",2,824.713,39.155051,-88.437879
21820,"Fairbanks-College, AK Metro Area",1,7334.824,64.670454,-146.496061
22820,"Fort Morgan, CO Micro Area",2,1280.485,40.263159,-103.81221
25820,"Hereford, TX Micro Area",2,1496.822,34.940766,-102.607564
28820,"Kinston, NC Micro Area",2,399.087,35.240066,-77.635514
31820,"Manitowoc, WI Micro Area",2,589.309,44.156137,-87.577352
35820,"North Platte, NE Micro Area",2,3134.854,41.141344,-100.697352
38820,"Port Angeles, WA Micro Area",2,1738.774,48.110903,-123.88986
45820,"Topeka, KS Metro Area",1,3232.699,39.041389,-95.802639
46820,"Vermillion, SD Micro Area",2,412.022,42.91615,-96.980468
48820,"Willmar, MN Micro Area",2,797.368,45.152714,-95.004981
49820,"Zapata, TX Micro Area",2,998.412,26.996981,-99.182603
25840,"Hermiston-Pendleton, OR Micro Area",2,5245.979,45.544602,-119.076191
13860,"Bishop, CA Micro Area",2,10197.261,36.56216,-117.404209
19860,"Dickinson, ND Micro Area",2,4491.893,47.119444,-102.807928
21860,"Fairmont, MN Micro Area",2,712.331,43.677173,-94.547096
28860,"Kirksville, MO Micro Area",2,874.629,40.284489,-92.565124
30860,"Logan, UT-ID Metro Area",1,1827.706,41.88902,-111.787438
34860,"Nacogdoches, TX Micro Area",2,946.324,31.62056,-94.62025
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",1,1669.399,30.608557,-87.158547
40860,"Rutland, VT Micro Area",2,930.552,43.612399,-73.060304
46860,"Vernal, UT Micro Area",2,4482.881,40.125887,-109.517748
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,1968.129,30.594941,-86.358164
25880,"Hillsdale, MI Micro Area",2,598.152,41.927461,-84.637479
34880,"Nantucket, MA Micro Area",2,46.192,41.293392,-70.102164
45880,"Town of Pecos, TX Micro Area",2,2635.354,31.308366,-103.712706
12900,"Batesville, AR Micro Area",2,763.712,35.737499,-91.559942
13900,"Bismarck, ND Metro Area",1,4280.986,46.887031,-100.979592
18900,"Crossville, TN Micro Area",2,681.309,35.952398,-84.994761
22900,"Fort Smith, AR-OK Metro Area",1,1800.03,35.429088,-94.448349
24900,"Greenwood, MS Micro Area",2,1222.462,33.491305,-90.113633
25900,"Hilo-Kailua, HI Micro Area",2,4028.431,19.597764,-155.502443
28900,"Klamath Falls, OR Micro Area",2,5949.897,42.683761,-121.646168
30900,"Logansport, IN Micro Area",2,412.144,40.753799,-86.355168
35900,"North Wilkesboro, NC Micro Area",2,753.678,36.208883,-81.166095
36900,"Ottumwa, IA Micro Area",2,431.843,41.031275,-92.409466
45900,"Traverse City, MI Metro Area",1,1690.977,44.952324,-85.90832
46900,"Vernon, TX Micro Area",2,970.946,34.08492,-99.24244
48900,"Wilmington, NC Metro Area",1,1913.594,34.253691,-78.041674
16940,"Cheyenne, WY Metro Area",1,2685.864,41.29283,-104.660395
20940,"El Centro, CA Metro Area",1,4175.528,33.040814,-115.3554
23940,"Gillette, WY Micro Area",2,4802.065,44.191999,-105.517014
25940,"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",1,1231.156,32.386792,-80.830877
27940,"Juneau, AK Micro Area",2,2702.924,58.37291,-134.178445
32940,"Meridian, MS Micro Area",2,1395.251,32.219701,-88.670401
33940,"Montrose, CO Micro Area",2,2240.946,38.407507,-108.266282
40940,"Safford, AZ Micro Area",2,4621.877,32.931828,-109.87831
47940,"Waterloo-Cedar Falls, IA Metro Area",1,1503.108,42.536796,-92.471608
37950,"Petoskey, MI Micro Area",2,467.546,45.590094,-84.986822
39960,"Rice Lake, WI Micro Area",2,863.054,45.437192,-91.852892
10980,"Alpena, MI Micro Area",2,571.899,44.894954,-83.426574
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",1,1454.512,37.121364,-80.531517
19980,"Dodge City, KS Micro Area",2,1098.271,37.68851,-99.884743
20980,"El Dorado, AR Micro Area",2,1039.067,33.168219,-92.598145
24980,"Grenada, MS Micro Area",2,829.103,33.637983,-89.714583
27980,"Kahului-Wailuku, HI Metro Area",1,1173.531,20.855931,-156.60155
30980,"Longview, TX Metro Area",1,2680.618,32.431646,-94.684833
31980,"Marion, IN Micro Area",2,414.089,40.515758,-85.654946
36980,"Owensboro, KY Metro Area",1,710.923,37.664375,-87.147386
45980,"Troy, AL Micro Area",2,672.067,31.798653,-85.941608
47980,"Watertown, SD Micro Area",2,687.585,44.966285,-97.198837
