cbsa_code,name,cbsa_type,land_sqmi,lat,lon
25260,"Hanford-Corcoran, CA Metro Area",1,1390.972,36.072478,-119.81553
25300,"Hannibal, MO Micro Area",2,906.725,39.664055,-91.57929
25420,"Harrisburg-Carlisle, PA Metro Area",1,1621.802,40.335915,-77.05049
25500,"Harrisonburg, VA Metro Area",1,867.132,38.507612,-78.885329
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1,1451.472,41.688038,-72.545112
25620,"Hattiesburg, MS Metro Area",1,1609.894,31.188441,-89.232741
25720,"Heber, UT Micro Area",2,3047.626,40.699219,-111.020425
25775,"Henderson, KY Micro Area",2,768.387,37.677139,-87.626242
25770,"Hemlock Farms, PA Micro Area",2,544.896,41.325949,-75.031514
25780,"Henderson, NC Micro Area",2,252.396,36.365481,-78.405434
25850,"Hermitage, PA Micro Area",2,672.538,41.300014,-80.252786
25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,1639.484,35.814295,-81.456584
25980,"Hinesville, GA Metro Area",1,916.862,31.778788,-81.57648
26090,"Holland, MI Micro Area",2,825.253,42.421251,-86.261403
26300,"Hot Springs, AR Metro Area",1,677.615,34.578852,-93.146932
26420,"Houston-Pasadena-The Woodlands, TX Metro Area",1,8838.659,29.801005,-95.34262
26460,"Hudson, NY Micro Area",2,634.663,42.247696,-73.626718
26500,"Huntingdon, PA Micro Area",2,874.592,40.422311,-77.968595
26540,"Huntington, IN Micro Area",2,382.639,40.826394,-85.478597
26580,"Huntington-Ashland, WV-KY-OH Metro Area",1,2915.516,38.357487,-82.579994
26620,"Huntsville, AL Metro Area",1,1365.011,34.783262,-86.734871
26660,"Huntsville, TX Micro Area",2,784.224,30.743163,-95.569825
26780,"Hutchinson, MN Micro Area",2,491.51,44.821657,-94.272323
26820,"Idaho Falls, ID Metro Area",1,5196.128,43.620423,-112.420919
26860,"Indiana, PA Micro Area",2,827.394,40.651432,-79.087545
26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",1,4085.949,39.790533,-86.12426
26980,"Iowa City, IA Metro Area",1,1181.826,41.517806,-91.64793
27020,"Iron Mountain, MI-WI Micro Area",2,1248.974,45.947705,-88.08097
27060,"Ithaca, NY Metro Area",1,474.644,42.453006,-76.473483
27140,"Jackson, MS Metro Area",1,6014.249,32.426311,-90.136422
27260,"Jacksonville, FL Metro Area",1,3201.776,30.234184,-81.756033
27300,"Jacksonville, IL Micro Area",2,819.748,39.69395,-90.285047
27380,"Jacksonville, TX Micro Area",2,1052.954,31.843881,-95.156343
27500,"Janesville-Beloit, WI Metro Area",1,718.168,42.66988,-89.075284
27600,"Jefferson, GA Micro Area",2,339.698,34.130905,-83.562557
27620,"Jefferson City, MO Metro Area",1,2247.71,38.636885,-92.088876
27700,"Jesup, GA Micro Area",2,641.813,31.547845,-81.912376
27740,"Johnson City, TN Metro Area",1,853.87,36.265822,-82.332693
27780,"Johnstown, PA Metro Area",1,687.963,40.510209,-78.710488
27860,"Jonesboro, AR Metro Area",1,1465.461,35.696978,-90.650175
27900,"Joplin, MO-KS Metro Area",1,1850.828,37.092135,-94.500651
28020,"Kalamazoo-Portage, MI Metro Area",1,561.959,42.246266,-85.532854
28100,"Kankakee, IL Metro Area",1,676.49,41.13951,-87.861117
28140,"Kansas City, MO-KS Metro Area",1,7256.535,38.931857,-94.443841
28300,"Keene, NH Micro Area",2,706.709,42.92546,-72.248183
28340,"Kendallville, IN Micro Area",2,410.843,41.404679,-85.417271
28420,"Kennewick-Richland, WA Metro Area",1,2941.723,46.364155,-119.254927
28450,"Kenosha, WI Metro Area",1,271.833,42.587526,-87.879996
28500,"Kerrville, TX Micro Area",2,1103.333,30.059953,-99.353339
28580,"Key West-Key Largo, FL Micro Area",2,983.034,25.58612,-81.022603
28620,"Kill Devil Hills, NC Micro Area",2,383.229,35.606269,-75.767536
28680,"Kingsland, GA Micro Area",2,630.272,30.913358,-81.642019
28700,"Kingsport-Bristol, TN-VA Metro Area",1,2010.491,36.604161,-82.440145
28740,"Kingston, NY Metro Area",1,1124.236,41.947212,-74.265458
28780,"Kingsville, TX Micro Area",2,881.306,27.438735,-97.66062
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",1,1607.68,41.575274,-74.033873
28940,"Knoxville, TN Metro Area",1,3500.954,36.044462,-84.136114
29020,"Kokomo, IN Metro Area",1,293.074,40.483537,-86.114118
29060,"Laconia, NH Micro Area",2,401.85,43.519109,-71.425366
29100,"La Crosse-Onalaska, WI-MN Metro Area",1,1795.482,43.698264,-91.11014
29180,"Lafayette, LA Metro Area",1,2833.674,30.012961,-92.136552
29200,"Lafayette-West Lafayette, IN Metro Area",1,1642.23,40.482153,-87.017112
29300,"LaGrange, GA-AL Micro Area",2,1010.569,32.970298,-85.24416
29340,"Lake Charles, LA Metro Area",1,3000.244,30.038451,-93.190093
29380,"Lake City, FL Micro Area",2,797.377,30.221651,-82.623371
29460,"Lakeland-Winter Haven, FL Metro Area",1,1798.235,27.953686,-81.693493
29470,"Lake of the Woods, VA Micro Area",2,340.515,38.249326,-78.011092
29620,"Lansing-East Lansing, MI Metro Area",1,1698.639,42.713659,-84.605372
29720,"Lares, PR Micro Area",2,61.455,18.276925,-66.869587
29740,"Las Cruces, NM Metro Area",1,3808.179,32.349919,-106.834968
29780,"Las Vegas, NM Micro Area",2,6647.764,35.644067,-104.863027
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",1,7891.661,36.21413,-115.014398
29860,"Laurel, MS Micro Area",2,1371.155,31.825465,-89.148054
29900,"Laurinburg, NC Micro Area",2,319.14,34.840023,-79.477337
29940,"Lawrence, KS Metro Area",1,455.764,38.896417,-95.290947
29980,"Lawrenceburg, TN Micro Area",2,617.13,35.220476,-87.396546
30020,"Lawton, OK Metro Area",1,1701.959,34.529113,-98.430902
30140,"Lebanon, PA Metro Area",1,361.835,40.371448,-76.464819
30180,"Le Mars, IA Micro Area",2,862.828,42.737615,-96.215973
30260,"Lewisburg, PA Micro Area",2,315.957,40.962179,-77.055475
30280,"Lewisburg, TN Micro Area",2,375.462,35.468329,-86.765868
30340,"Lewiston-Auburn, ME Metro Area",1,467.954,44.167681,-70.207435
30460,"Lexington-Fayette, KY Metro Area",1,1469.966,38.102876,-84.438545
30500,"Lexington Park, MD Metro Area",1,571.754,38.312696,-76.527935
30620,"Lima, OH Metro Area",1,402.545,40.771627,-84.106103
30660,"Lincoln, IL Micro Area",2,618.052,40.129277,-89.365309
30700,"Lincoln, NE Metro Area",1,1408.99,40.817429,-96.868801
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",1,4084.079,34.755773,-92.400589
30820,"Lock Haven, PA Micro Area",2,889.63,41.239508,-77.629009
31020,"Longview-Kelso, WA Metro Area",1,1141.159,46.196785,-122.67846
31060,"Los Alamos, NM Micro Area",2,109.123,35.870047,-106.307968
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",1,4853.121,34.108703,-118.182753
31140,"Louisville/Jefferson County, KY-IN Metro Area",1,3960.813,38.224363,-85.701989
31180,"Lubbock, TX Metro Area",1,5264.56,33.469794,-101.880412
31300,"Lumberton, NC Micro Area",2,947.294,34.63921,-79.100881
31420,"Macon-Bibb County, GA Metro Area",1,1723.59,32.856216,-83.714305
31540,"Madison, WI Metro Area",1,3308.839,43.083846,-89.597745
31680,"Malvern, AR Micro Area",2,614.944,34.315177,-92.944147
31700,"Manchester-Nashua, NH Metro Area",1,876.537,42.911532,-71.723055
31860,"Mankato, MN Metro Area",1,1196.34,44.15479,-94.147798
31900,"Mansfield, OH Metro Area",1,495.227,40.774159,-82.542781
31930,"Marietta, OH Micro Area",2,631.974,39.450676,-81.490636
31940,"Marinette, WI-MI Micro Area",2,2443.509,45.435279,-87.769216
32000,"Marion, NC Micro Area",2,439.954,35.682268,-82.048045
32020,"Marion, OH Micro Area",2,403.807,40.588034,-83.168803
32060,"Marion-Herrin, IL Micro Area",2,420.21,37.730353,-88.930018
32280,"Martin, TN Micro Area",2,580.353,36.303596,-88.721194
32420,"MayagÃ¼ez, PR Metro Area",1,310.057,18.01917,-67.166597
32460,"Mayfield, KY Micro Area",2,551.757,36.723344,-88.649897
32580,"McAllen-Edinburg-Mission, TX Metro Area",1,1571.23,26.396384,-98.18099
32740,"Meadville, PA Micro Area",2,1012.355,41.687876,-80.107795
32780,"Medford, OR Metro Area",1,2783.251,42.411621,-122.675611
32820,"Memphis, TN-MS-AR Metro Area",1,4972.408,35.010307,-89.820503
32860,"Menomonie, WI Micro Area",2,850.159,44.947751,-91.897645
32900,"Merced, CA Metro Area",1,1938.004,37.194806,-120.722802
33020,"Mexico, MO Micro Area",2,692.25,39.214481,-91.843418
33060,"Miami, OK Micro Area",2,470.817,36.835764,-94.802681
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1,5067.173,26.101828,-80.478755
33140,"Michigan City-La Porte, IN Metro Area",1,598.288,41.549013,-86.744739
33180,"Middlesborough, KY Micro Area",2,358.999,36.728928,-83.680718
33220,"Midland, MI Metro Area",1,518.434,43.648203,-84.379414
33260,"Midland, TX Metro Area",1,1815.313,32.092359,-101.994539
33340,"Milwaukee-Waukesha, WI Metro Area",1,1454.837,42.912643,-87.862312
33380,"Minden, LA Micro Area",2,593.319,32.732152,-93.339825
33420,"Mineral Wells, TX Micro Area",2,952.549,32.752204,-98.317967
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1,7047.581,45.096664,-93.275361
33620,"Moberly, MO Micro Area",2,482.713,39.439249,-92.492959
33660,"Mobile, AL Metro Area",1,1229.38,30.684572,-88.196568
33700,"Modesto, CA Metro Area",1,1496.15,37.562316,-121.002831
33740,"Monroe, LA Metro Area",1,2837.826,32.67396,-92.058318
33780,"Monroe, MI Metro Area",1,549.362,41.916097,-83.487106
33860,"Montgomery, AL Metro Area",1,2714.414,32.365631,-86.404585
33900,"Monticello, IN Micro Area",2,505.14,40.75095,-86.864293
33910,"Monticello, NY Micro Area",2,968.145,41.719993,-74.771577
33980,"Morehead City, NC Micro Area",2,507.606,34.858343,-76.53586
34100,"Morristown, TN Metro Area",1,436.343,36.115484,-83.376546
34140,"Moscow, ID Micro Area",2,1075.867,46.81892,-116.730974
34180,"Moses Lake, WA Micro Area",2,2679.547,47.213633,-119.467788
34300,"Mountain Home, ID Micro Area",2,3075.079,43.394698,-115.471205
34340,"Mount Airy, NC Micro Area",2,532.644,36.415416,-80.686463
34380,"Mount Pleasant, MI Micro Area",2,572.7,43.645233,-84.839424
34460,"Mount Sterling, KY Micro Area",2,678.907,38.039616,-83.747734
34540,"Mount Vernon, OH Micro Area",2,525.499,40.40362,-82.422393
34580,"Mount Vernon-Anacortes, WA Metro Area",1,1730.231,48.493292,-121.81577
34620,"Muncie, IN Metro Area",1,392.109,40.227543,-85.399262
34680,"Murrells Inlet, SC Micro Area",2,813.665,33.417531,-79.296333
34700,"Muscatine, IA Micro Area",2,437.44,41.483776,-91.118699
34740,"Muskegon-Norton Shores, MI Metro Area",1,503.914,43.428739,-86.420908
34780,"Muskogee, OK Micro Area",2,810.64,35.617551,-95.383911
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",1,1133.158,33.909269,-78.976675
34900,"Napa, CA Metro Area",1,751.975,38.5071,-122.325904
34940,"Naples-Marco Island, FL Metro Area",1,1996.995,26.118786,-81.400955
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1,6301.898,36.091577,-86.72298
35100,"New Bern, NC Micro Area",2,1514.425,35.116829,-77.08132
35140,"Newberry, SC Micro Area",2,630.306,34.289881,-81.599676
