Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202499,242,21900,5,Fairmont  WV ,6,6,646,0,0,0,0,0,0,0,0,0,3,3,434,0,0,0,0,0,0,0,0,0
202499,244,22020,2,Fargo  ND-MN ,832,832,299654,5,10,2190,24,87,18780,11,563,86184,824,824,297272,5,10,2190,24,87,18780,11,563,86184
202499,244,47420,5,Wahpeton  ND-MN ,43,43,11664,2,4,830,0,0,0,0,0,0,15,15,4716,2,4,830,0,0,0,0,0,0
202499,246,22180,2,Fayetteville  NC ,1711,1711,453296,4,8,1165,0,0,0,9,196,25352,1711,1711,453296,4,8,1165,0,0,0,9,196,25352
202499,246,29900,5,Laurinburg  NC ,70,70,15601,0,0,0,0,0,0,0,0,0,70,70,15601,0,0,0,0,0,0,0,0,0
202499,246,31300,5,Lumberton  NC ,335,335,59695,1,2,175,0,0,0,0,0,0,287,287,49731,1,2,175,0,0,0,0,0,0
202499,246,38240,2,Pinehurst-Southern Pines  NC ,942,942,209342,0,0,0,0,0,0,0,0,0,798,798,170906,0,0,0,0,0,0,0,0,0
202499,246,40460,5,Rockingham  NC ,56,56,15935,1,2,310,0,0,0,0,0,0,56,56,15935,1,2,310,0,0,0,0,0,0
202499,248,22300,5,Findlay  OH ,80,80,24050,5,10,1330,6,21,3250,10,150,27384,33,33,11359,5,10,1330,6,21,3250,10,150,27384
202499,248,45660,5,Tiffin  OH ,39,39,10122,2,4,1200,0,0,0,0,0,0,30,30,9372,2,4,1200,0,0,0,0,0,0
202499,250,22520,2,Florence-Muscle Shoals  AL ,189,189,23646,0,0,0,0,0,0,9,72,17254,145,145,18916,0,0,0,0,0,0,9,72,17254
202499,250,40770,5,Russellville  AL ,13,13,1829,0,0,0,0,0,0,0,0,0,2,2,575,0,0,0,0,0,0,0,0,0
202499,258,11420,5,Angola  IN ,135,135,65066,1,2,260,0,0,0,3,72,9000,135,135,65066,1,2,260,0,0,0,3,72,9000
202499,258,12140,5,Auburn  IN ,116,116,43743,0,0,0,0,0,0,0,0,0,116,116,43743,0,0,0,0,0,0,0,0,0
202499,258,19540,5,Decatur  IN ,81,81,21072,2,4,383,0,0,0,0,0,0,81,81,21072,2,4,383,0,0,0,0,0,0
202499,258,23060,2,Fort Wayne  IN ,1409,1409,494780,12,24,4276,1,3,539,29,598,119144,1409,1409,494780,12,24,4276,1,3,539,29,598,119144
202499,258,26540,5,Huntington  IN ,79,79,24645,0,0,0,0,0,0,0,0,0,33,33,9463,0,0,0,0,0,0,0,0,0
202499,258,28340,5,Kendallville  IN ,128,128,38587,0,0,0,0,0,0,0,0,0,85,85,29430,0,0,0,0,0,0,0,0,0
202499,260,23420,2,Fresno  CA ,3466,3466,1203690,3,6,439,2,6,1844,16,304,41910,3296,3296,1138240,3,6,439,2,6,1844,16,304,41910
202499,260,25260,2,Hanford-Corcoran  CA ,389,389,137863,6,12,3379,6,18,3601,14,307,19585,56,56,16567,4,8,2500,0,0,0,5,233,11539
202499,264,23540,2,Gainesville  FL ,1115,1115,398981,3,6,1167,0,0,0,17,922,75360,1109,1109,397579,3,6,1167,0,0,0,17,922,75360
202499,264,29380,5,Lake City  FL ,174,174,43053,2,4,400,0,0,0,0,0,0,104,104,28338,2,4,400,0,0,0,0,0,0
202499,266,13660,5,Big Rapids  MI ,116,116,28863,0,0,0,0,0,0,0,0,0,77,77,18118,0,0,0,0,0,0,0,0,0
202499,266,24340,2,Grand Rapids-Wyoming-Kentwood  MI ,2415,2415,862233,35,70,10784,7,24,4677,60,1352,242854,1954,1954,705147,26,52,7618,4,15,2028,34,1148,215483
202499,266,26090,5,Holland  MI ,423,423,167468,0,0,0,0,0,0,0,0,0,376,376,146057,0,0,0,0,0,0,0,0,0
202499,266,34740,2,Muskegon-Norton Shores  MI ,308,308,90027,0,0,0,0,0,0,2,115,15570,277,277,83588,0,0,0,0,0,0,2,115,15570
202499,267,24580,2,Green Bay  WI ,717,717,303117,95,190,34647,0,0,0,42,918,172001,708,708,300035,15,30,6359,0,0,0,42,918,172001
202499,267,43020,5,Shawano  WI ,88,88,34270,3,6,1183,0,0,0,0,0,0,86,86,33607,3,6,1183,0,0,0,0,0,0
202499,268,15500,2,Burlington  NC ,1999,1999,301774,7,14,1984,15,50,7984,17,403,31902,1999,1999,301774,7,14,1984,15,50,7984,17,403,31902
202499,268,24660,2,Greensboro-High Point  NC ,2337,2337,759167,37,74,9227,0,0,0,76,2565,382746,2327,2327,756918,37,74,9227,0,0,0,76,2565,382746
202499,268,34340,5,Mount Airy  NC ,241,241,53390,1,2,200,0,0,0,0,0,0,241,241,53390,1,2,200,0,0,0,0,0,0
202499,268,49180,2,Winston-Salem  NC ,4010,4010,1142121,40,80,17463,10,37,9248,95,1329,504989,3625,3625,1052383,40,80,17463,10,37,9248,82,1264,502426
202499,273,23500,5,Gaffney  SC ,203,203,47263,18,36,3633,0,0,0,0,0,0,203,203,47263,18,36,3633,0,0,0,0,0,0
202499,273,24860,2,Greenville-Anderson-Greer  SC ,7826,7826,2760653,105,210,24432,8,28,1973,43,811,161358,7784,7784,2751516,103,206,24023,7,25,1741,43,811,161358
202499,273,24940,5,Greenwood  SC ,338,338,85237,0,0,0,0,0,0,0,0,0,338,338,85237,0,0,0,0,0,0,0,0,0
202499,273,42860,5,Seneca  SC ,608,608,242604,0,0,0,0,0,0,5,40,6135,608,608,242604,0,0,0,0,0,0,5,40,6135
202499,273,43900,2,Spartanburg  SC ,3190,3190,621044,0,0,0,0,0,0,8,40,4798,447,447,143603,0,0,0,0,0,0,0,0,0
202499,274,24780,2,Greenville  NC ,1059,1059,229818,11,22,3728,5,15,2963,8,204,28046,808,808,178313,11,22,3728,5,15,2963,8,204,28046
202499,274,47820,5,Washington  NC ,216,216,41130,0,0,0,0,0,0,0,0,0,39,39,12907,0,0,0,0,0,0,0,0,0
202499,276,23900,2,Gettysburg  PA ,403,403,135443,0,0,0,0,0,0,0,0,0,403,403,135443,0,0,0,0,0,0,0,0,0
202499,276,25420,2,Harrisburg-Carlisle  PA ,1123,1123,320289,7,14,2171,11,43,7722,38,463,62321,1001,1001,284418,7,14,2171,11,43,7722,38,463,62321
202499,276,30140,2,Lebanon  PA ,280,280,65023,4,8,520,0,0,0,1,36,6400,259,259,58192,4,8,520,0,0,0,1,36,6400
202499,276,49620,2,York-Hanover  PA ,952,952,280427,9,18,2620,7,27,3917,24,338,40341,538,538,149884,9,18,2620,7,27,3917,24,338,40341
202499,277,25500,2,Harrisonburg  VA ,629,629,147911,35,70,10989,0,0,0,12,71,8731,629,629,147911,35,70,10989,0,0,0,12,71,8731
202499,277,44420,2,Staunton-Stuarts Draft  VA ,481,481,128684,4,8,505,2,7,1099,8,322,28780,481,481,128684,4,8,505,2,7,1099,8,322,28780
202499,279,25620,2,Hattiesburg  MS ,132,132,25456,0,0,0,0,0,0,0,0,0,48,48,7576,0,0,0,0,0,0,0,0,0
202499,279,29860,5,Laurel  MS ,3,3,857,0,0,0,0,0,0,0,0,0,3,3,857,0,0,0,0,0,0,0,0,0
202499,284,26300,2,Hot Springs  AR ,87,87,32380,0,0,0,0,0,0,1,24,3063,87,87,32380,0,0,0,0,0,0,1,24,3063
202499,284,31680,5,Malvern  AR ,4,4,1146,0,0,0,0,0,0,0,0,0,4,4,1146,0,0,0,0,0,0,0,0,0
202499,288,13060,5,Bay City  TX ,153,153,32995,0,0,0,0,0,0,0,0,0,153,153,32995,0,0,0,0,0,0,0,0,0
202499,288,14780,5,Brenham  TX ,107,107,18501,2,4,500,0,0,0,0,0,0,107,107,18501,2,4,500,0,0,0,0,0,0
202499,288,20900,5,El Campo  TX ,150,150,43063,1,2,310,0,0,0,2,32,4593,150,150,43063,1,2,310,0,0,0,2,32,4593
202499,288,26420,2,Houston-Pasadena-The Woodlands  TX ,52703,52703,15718555,646,1292,256825,70,247,30767,345,11505,1480428,50773,50773,15212840,645,1290,256531,70,247,30767,341,11419,1466954
202499,288,26660,5,Huntsville  TX ,517,517,106784,0,0,0,0,0,0,11,312,42254,104,104,22162,0,0,0,0,0,0,11,312,42254
202499,290,10700,5,Albertville  AL ,161,161,37877,1,2,200,0,0,0,0,0,0,110,110,29038,1,2,200,0,0,0,0,0,0
202499,290,19460,2,Decatur  AL ,234,234,51650,0,0,0,0,0,0,0,0,0,234,234,51650,0,0,0,0,0,0,0,0,0
202499,290,22190,5,Fayetteville  TN ,169,169,35490,2,4,463,0,0,0,0,0,0,169,169,35490,2,4,463,0,0,0,0,0,0
202499,290,22840,5,Fort Payne  AL ,39,39,7212,0,0,0,0,0,0,0,0,0,36,36,6181,0,0,0,0,0,0,0,0,0
202499,290,26620,2,Huntsville  AL ,3972,3972,984357,24,48,9690,0,0,0,28,1186,130191,2510,2510,627359,24,48,9690,0,0,0,28,1186,130191
202499,292,13940,5,Blackfoot  ID ,247,247,56022,2,4,1187,0,0,0,0,0,0,247,247,56022,2,4,1187,0,0,0,0,0,0
202499,292,26820,2,Idaho Falls  ID ,1427,1427,268994,0,0,0,17,68,9956,41,1051,131630,1427,1427,268994,0,0,0,17,68,9956,41,1051,131630
202499,292,39940,5,Rexburg  ID ,316,316,79437,0,0,0,5,19,2106,4,80,18446,316,316,79437,0,0,0,5,19,2106,4,80,18446
202499,294,18020,2,Columbus  IN ,183,183,57709,6,12,1968,0,0,0,0,0,0,183,183,57709,6,12,1968,0,0,0,0,0,0
202499,294,18820,5,Crawfordsville  IN ,52,52,12113,0,0,0,0,0,0,0,0,0,10,10,2083,0,0,0,0,0,0,0,0,0
202499,294,24600,5,Greencastle  IN ,115,115,39658,6,12,1860,13,39,6097,0,0,0,115,115,39658,6,12,1860,13,39,6097,0,0,0
202499,294,24700,5,Greensburg  IN ,60,60,13721,3,6,651,0,0,0,0,0,0,60,60,13721,3,6,651,0,0,0,0,0,0
202499,294,26900,2,Indianapolis-Carmel-Greenwood  IN ,9168,9168,3460629,119,238,57763,19,68,26078,96,2314,413892,8954,8954,3408927,117,234,57402,17,62,25140,91,2245,405376
202499,294,29020,2,Kokomo  IN ,182,182,53904,2,4,694,2,8,950,0,0,0,163,163,48098,2,4,694,2,8,950,0,0,0
202499,294,34620,2,Muncie  IN ,109,109,37294,2,4,820,1,3,615,10,57,6746,67,67,16978,2,4,820,1,3,615,10,57,6746
202499,294,35220,5,New Castle  IN ,43,43,12620,4,8,1050,0,0,0,0,0,0,14,14,2604,4,8,1050,0,0,0,0,0,0
202499,294,37940,5,Peru  IN ,35,35,5294,0,0,0,0,0,0,0,0,0,31,31,4081,0,0,0,0,0,0,0,0,0
202499,294,42980,5,Seymour  IN ,154,154,48186,0,0,0,0,0,0,0,0,0,154,154,48186,0,0,0,0,0,0,0,0,0
202499,296,18660,5,Cortland  NY ,24,24,6054,1,2,150,1,3,450,2,12,1200,20,20,5300,1,2,150,0,0,0,2,12,1200
202499,296,27060,2,Ithaca  NY ,145,145,43862,7,14,2259,1,3,350,20,175,19896,78,78,23262,4,8,1350,1,3,350,9,116,11200
202499,298,15020,5,Brookhaven  MS ,10,10,2446,0,0,0,0,0,0,0,0,0,10,10,2446,0,0,0,0,0,0,0,0,0
202499,298,27140,2,Jackson  MS ,1377,1377,323426,1,2,310,2,6,506,1,13,1073,1273,1273,301419,1,2,310,0,0,0,1,13,1073
202499,298,46980,5,Vicksburg  MS ,12,12,3975,0,0,0,0,0,0,0,0,0,12,12,3975,0,0,0,0,0,0,0,0,0
202499,300,27260,2,Jacksonville  FL ,12936,12936,3322993,59,118,16485,51,195,21115,76,1753,278516,12869,12869,3294767,58,116,16461,51,195,21115,76,1753,278516
202499,300,28680,5,Kingsland  GA ,315,315,95484,20,40,11524,2,8,1168,0,0,0,315,315,95484,20,40,11524,2,8,1168,0,0,0
202499,300,37260,5,Palatka  FL ,110,110,25508,0,0,0,0,0,0,0,0,0,110,110,25508,0,0,0,0,0,0,0,0,0
202499,304,24620,5,Greeneville  TN ,265,265,80098,0,0,0,0,0,0,3,72,10302,265,265,80098,0,0,0,0,0,0,3,72,10302
202499,304,27740,2,Johnson City  TN ,881,881,270780,6,12,2989,7,28,3937,43,437,94780,723,723,248439,6,12,2989,7,28,3937,43,437,94780
202499,304,28700,2,Kingsport-Bristol  TN-VA ,701,701,160839,4,8,1330,6,24,2407,1,6,600,557,557,145729,4,8,1330,6,24,2407,1,6,600
202499,306,27780,2,Johnstown  PA ,58,58,20321,0,0,0,1,4,618,0,0,0,53,53,19009,0,0,0,1,4,618,0,0,0
202499,306,43740,5,Somerset  PA ,72,72,22013,0,0,0,0,0,0,0,0,0,59,59,19362,0,0,0,0,0,0,0,0,0
202499,308,27860,2,Jonesboro  AR ,661,661,113030,41,82,5725,55,187,10498,14,86,4721,182,182,40574,2,4,360,7,23,1998,3,17,806
202499,308,37500,5,Paragould  AR ,105,105,21756,11,22,2055,1,3,150,1,135,9800,105,105,21756,11,22,2055,1,3,150,1,135,9800
202499,309,27900,2,Joplin  MO-KS ,535,535,123454,26,52,7415,17,64,3348,8,40,1800,445,445,109510,24,48,7004,13,52,2841,0,0,0
202499,309,33060,5,Miami  OK ,16,16,3123,1,2,310,0,0,0,0,0,0,16,16,3123,1,2,310,0,0,0,0,0,0
202499,310,12980,2,Battle Creek  MI ,85,85,21579,3,6,760,0,0,0,0,0,0,62,62,14487,3,6,760,0,0,0,0,0,0
202499,310,28020,2,Kalamazoo-Portage  MI ,284,284,95925,2,4,1000,4,13,2785,0,0,0,269,269,87888,2,4,1000,3,10,1996,0,0,0
202499,310,44780,5,Sturgis  MI ,102,102,38896,0,0,0,0,0,0,13,78,12227,101,101,38705,0,0,0,0,0,0,13,78,12227
202499,312,11860,5,Atchison  KS ,20,20,6000,1,2,500,0,0,0,0,0,0,20,20,6000,1,2,500,0,0,0,0,0,0
202499,312,28140,2,Kansas City  MO-KS ,4875,4875,1842531,124,248,57998,164,630,88846,106,3395,482781,4658,4658,1768707,124,248,57998,164,630,88846,106,3395,482781
202499,312,29940,2,Lawrence  KS ,196,196,66790,5,10,1805,1,3,240,4,38,4988,61,61,24579,0,0,0,0,0,0,0,0,0
202499,312,36840,5,Ottawa  KS ,76,76,19854,3,6,771,9,36,6793,0,0,0,76,76,19854,3,6,771,9,36,6793,0,0,0
202499,312,41140,2,St. Joseph  MO-KS ,81,81,19754,0,0,0,0,0,0,0,0,0,38,38,10402,0,0,0,0,0,0,0,0,0
202499,312,47660,5,Warrensburg  MO ,39,39,11143,18,36,4171,0,0,0,1,27,1800,39,39,11143,18,36,4171,0,0,0,1,27,1800
202499,313,14710,5,Brattleboro  VT ,160,160,40521,3,6,1011,3,12,1736,0,0,0,88,88,22746,3,6,1011,3,12,1736,0,0,0
202499,313,28300,5,Keene  NH ,156,156,49572,0,0,0,5,16,1644,0,0,0,115,115,40035,0,0,0,2,7,1194,0,0,0
202499,314,28420,2,Kennewick-Richland  WA ,1504,1504,494861,25,50,10436,11,42,6320,36,893,151386,1314,1314,441033,25,50,10436,10,39,5802,28,665,115763
202499,314,47460,2,Walla Walla  WA ,143,143,50843,6,12,1706,0,0,0,5,50,5093,136,136,50143,6,12,1706,0,0,0,5,50,5093
202499,315,28940,2,Knoxville  TN ,4845,4845,1379224,9,18,3497,10,34,1983,51,2049,369159,4534,4534,1314040,9,18,3497,9,31,1508,39,1958,361088
202499,315,34100,2,Morristown  TN ,459,459,152276,3,6,2100,10,39,5275,2,48,2410,453,453,150509,3,6,2100,10,39,5275,2,48,2410
202499,315,35460,5,Newport  TN ,1,1,106,3,6,450,2,6,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,315,42940,5,Sevierville  TN ,882,882,244597,20,40,7230,8,27,4099,28,492,60647,874,874,242514,20,40,7230,8,27,4099,28,492,60647
202499,317,29100,2,La Crosse-Onalaska  WI-MN ,348,348,129707,35,70,16587,1,4,1280,4,208,20500,348,348,129707,35,70,16587,1,4,1280,4,208,20500
202499,317,43890,5,Sparta  WI ,96,96,27555,10,20,3412,0,0,0,0,0,0,95,95,27252,1,2,400,0,0,0,0,0,0
202499,318,29180,2,Lafayette  LA ,2001,2001,468737,2,4,794,1,4,646,1,10,1782,1128,1128,265491,2,4,794,1,4,646,1,10,1782
202499,318,35340,5,New Iberia  LA ,99,99,20065,0,0,0,1,4,320,0,0,0,99,99,20065,0,0,0,1,4,320,0,0,0
202499,318,36660,5,Opelousas  LA ,139,139,27571,0,0,0,0,0,0,0,0,0,29,29,6400,0,0,0,0,0,0,0,0,0
202499,320,23140,5,Frankfort  IN ,59,59,15619,0,0,0,0,0,0,0,0,0,23,23,6137,0,0,0,0,0,0,0,0,0
202499,320,29200,2,Lafayette-West Lafayette  IN ,516,516,183375,7,14,2176,1,4,770,34,1073,142323,515,515,183235,7,14,2176,1,4,770,32,980,131822
202499,320,33900,5,Monticello  IN ,47,47,17161,0,0,0,0,0,0,0,0,0,47,47,17161,0,0,0,0,0,0,0,0,0
202499,324,19760,5,DeRidder  LA ,64,64,16929,0,0,0,0,0,0,0,0,0,64,64,16929,0,0,0,0,0,0,0,0,0
202499,324,29340,2,Lake Charles  LA ,925,925,176629,3,6,685,0,0,0,21,526,113294,925,925,176629,3,6,685,0,0,0,21,526,113294
202499,330,29620,2,Lansing-East Lansing  MI ,443,443,158108,10,20,2519,0,0,0,12,186,20641,346,346,127940,6,12,1812,0,0,0,0,0,0
202499,330,37020,5,Owosso  MI ,65,65,15608,1,2,175,0,0,0,0,0,0,43,43,10822,1,2,175,0,0,0,0,0,0
202499,332,29820,2,Las Vegas-Henderson-North Las Vegas  NV ,12277,12277,3339807,33,66,8592,31,110,10555,74,2301,371810,12277,12277,3339807,33,66,8592,31,110,10555,74,2301,371810
202499,334,20340,5,Duncan  OK ,16,16,4192,0,0,0,0,0,0,0,0,0,16,16,4192,0,0,0,0,0,0,0,0,0
202499,334,30020,2,Lawton  OK ,129,129,25859,3,6,613,0,0,0,0,0,0,92,92,22696,3,6,613,0,0,0,0,0,0
202499,336,23180,5,Frankfort  KY ,192,192,53100,1,2,400,1,4,800,0,0,0,130,130,38491,1,2,400,1,4,800,0,0,0
202499,336,30460,2,Lexington-Fayette  KY ,1392,1392,426555,23,46,5962,16,53,7772,46,710,58134,1082,1082,357313,22,44,5732,4,16,2350,29,401,27563
202499,336,34460,5,Mount Sterling  KY ,57,57,13359,1,2,197,0,0,0,0,0,0,18,18,4786,0,0,0,0,0,0,0,0,0
202499,336,40080,5,Richmond-Berea  KY ,537,537,130931,26,52,7924,1,4,380,14,224,22224,537,537,130931,26,52,7924,1,4,380,14,224,22224
202499,338,16380,5,Celina  OH ,80,80,31530,3,6,1051,0,0,0,0,0,0,54,54,22420,3,6,1051,0,0,0,0,0,0
202499,338,30620,2,Lima  OH ,94,94,27486,3,6,520,0,0,0,0,0,0,57,57,19346,3,6,520,0,0,0,0,0,0
202499,338,46780,5,Van Wert  OH ,38,38,12047,0,0,0,0,0,0,0,0,0,30,30,10041,0,0,0,0,0,0,0,0,0
202499,338,47540,5,Wapakoneta  OH ,85,85,27837,1,2,80,0,0,0,0,0,0,60,60,22969,1,2,80,0,0,0,0,0,0
202499,339,13100,5,Beatrice  NE ,27,27,8181,2,4,630,0,0,0,2,14,1700,16,16,5367,2,4,630,0,0,0,2,14,1700
202499,339,30700,2,Lincoln  NE ,1077,1077,354588,4,8,1749,2,8,2228,31,943,107221,1051,1051,349152,4,8,1749,2,8,2228,31,943,107221
202499,340,30780,2,Little Rock-North Little Rock-Conway  AR ,2055,2055,579342,42,84,7651,4,16,1434,24,451,32600,2016,2016,571996,42,84,7651,4,16,1434,24,451,32600
202499,340,38220,5,Pine Bluff  AR ,53,53,8255,5,10,903,0,0,0,0,0,0,43,43,6770,5,10,903,0,0,0,0,0,0
202499,340,42620,5,Searcy  AR ,167,167,33180,1,2,220,0,0,0,3,36,2775,154,154,31555,1,2,220,0,0,0,3,36,2775
202499,348,31080,2,Los Angeles-Long Beach-Anaheim  CA ,11777,11777,3104717,685,1370,287832,103,365,93209,386,13269,2141596,10606,10606,2786655,650,1300,267895,87,317,83520,324,12283,1926641
202499,348,37100,2,Oxnard-Thousand Oaks-Ventura  CA ,499,499,141415,1,2,500,8,28,10494,37,1119,153631,451,451,124478,1,2,500,8,28,10494,37,1119,153631
202499,348,40140,2,Riverside-San Bernardino-Ontario  CA ,11633,11633,3292374,147,294,48403,52,169,40562,201,3728,534687,10951,10951,3073626,147,294,48403,52,169,40562,196,3703,530943
202499,350,21060,2,Elizabethtown  KY ,446,446,112587,40,80,11441,5,20,2685,20,464,52502,397,397,99394,37,74,10579,5,20,2685,20,464,52502
202499,350,31140,2,Louisville-Jefferson County  KY-IN ,3690,3690,1115492,61,122,17577,25,90,10015,69,1894,246160,3571,3571,1086961,61,122,17577,25,90,10015,68,1889,244567
202499,352,31180,2,Lubbock  TX ,1925,1925,538055,23,46,8627,0,0,0,13,252,25219,1918,1918,535987,20,40,7745,0,0,0,13,252,25219
202499,352,38380,5,Plainview  TX ,7,7,1978,0,0,0,0,0,0,0,0,0,7,7,1978,0,0,0,0,0,0,0,0,0
202499,356,31420,2,Macon-Bibb County  GA ,575,575,152068,0,0,0,3,10,1348,1,6,760,140,140,38491,0,0,0,3,10,1348,1,6,760
202499,356,47580,2,Warner Robins  GA ,1296,1296,268515,23,46,5841,1,3,475,3,330,14789,993,993,204419,23,46,5841,1,3,475,3,330,14789
202499,357,12660,5,Baraboo  WI ,195,195,81099,38,76,12260,0,0,0,11,268,32964,162,162,68398,38,76,12260,0,0,0,11,268,32964
202499,357,27500,2,Janesville-Beloit  WI ,301,301,91942,22,44,10736,5,20,4910,12,263,37207,257,257,77241,22,44,10736,5,20,4910,12,263,37207
202499,357,31540,2,Madison  WI ,1679,1679,773985,87,174,44133,6,23,8200,68,3962,468043,1525,1525,717861,69,138,33303,6,23,8200,49,3637,410809
202499,359,31860,2,Mankato  MN ,123,123,40077,18,36,6877,10,39,5396,7,179,37222,100,100,30946,18,36,6877,10,39,5396,7,179,37222
202499,359,35580,5,New Ulm  MN ,27,27,9905,0,0,0,0,0,0,1,8,1300,27,27,9905,0,0,0,0,0,0,1,8,1300
202499,360,11740,5,Ashland  OH ,57,57,14900,0,0,0,0,0,0,0,0,0,27,27,8893,0,0,0,0,0,0,0,0,0
202499,360,15340,5,Bucyrus  OH ,5,5,1353,0,0,0,0,0,0,0,0,0,5,5,1353,0,0,0,0,0,0,0,0,0
202499,360,31900,2,Mansfield  OH ,122,122,44177,3,6,1054,5,15,1429,0,0,0,98,98,36507,3,6,1054,0,0,0,0,0,0
202499,361,27020,5,Iron Mountain  MI-WI ,66,66,19450,0,0,0,3,9,1125,1,5,455,1,1,58,0,0,0,0,0,0,0,0,0
202499,361,31940,5,Marinette  WI-MI ,173,173,42877,2,4,526,0,0,0,0,0,0,147,147,38741,2,4,526,0,0,0,0,0,0
202499,365,32580,2,McAllen-Edinburg-Mission  TX ,4336,4336,1075672,374,748,60178,399,1555,136212,109,653,44095,3873,3873,957483,368,736,59039,319,1270,97111,109,653,44095
202499,365,40100,5,Rio Grande City-Roma  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,366,24420,2,Grants Pass  OR ,174,174,48663,8,16,2022,2,7,1148,1,5,1256,174,174,48663,8,16,2022,2,7,1148,1,5,1256
202499,366,32780,2,Medford  OR ,631,631,210696,23,46,10420,2,7,1051,19,212,33515,628,628,210222,23,46,10420,1,4,859,18,207,32951
202499,368,17260,5,Clarksdale  MS ,25,25,4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,368,22620,5,Forrest City  AR ,3,3,860,0,0,0,0,0,0,0,0,0,2,2,573,0,0,0,0,0,0,0,0,0
202499,368,32820,2,Memphis  TN-MS-AR ,2773,2773,796898,12,24,6889,0,0,0,62,1443,112185,2555,2555,752276,12,24,6889,0,0,0,62,1443,112185
202499,370,28580,5,Key West-Key Largo  FL ,245,245,185705,5,10,1880,2,7,1172,2,72,33850,245,245,185705,5,10,1880,2,7,1172,2,72,33850
202499,370,33100,2,Miami-Fort Lauderdale-West Palm Beach  FL ,5825,5825,2745318,201,402,230074,33,120,17456,254,10005,3412524,5245,5245,2492600,201,402,230074,33,120,17456,214,9554,3364849
202499,370,36380,5,Okeechobee  FL ,18,18,6602,0,0,0,0,0,0,0,0,0,18,18,6602,0,0,0,0,0,0,0,0,0
202499,370,38940,2,Port St. Lucie  FL ,5095,5095,1590052,19,38,4870,1,4,1300,16,378,56105,5095,5095,1590052,19,38,4870,1,4,1300,16,378,56105
202499,370,42680,2,Sebastian-Vero Beach-West Vero Corridor  FL ,279,279,149332,1,2,350,0,0,0,8,276,51610,266,266,143446,1,2,350,0,0,0,8,276,51610
202499,371,18340,5,Corbin  KY ,30,30,4945,9,18,1904,9,34,3885,0,0,0,30,30,4945,9,18,1904,9,34,3885,0,0,0
202499,371,33180,5,Middlesborough  KY ,44,44,4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,372,11380,5,Andrews  TX ,24,24,8489,0,0,0,0,0,0,3,48,5400,15,15,6384,0,0,0,0,0,0,3,48,5400
202499,372,33260,2,Midland  TX ,1505,1505,302876,0,0,0,1,4,450,0,0,0,1505,1505,302876,0,0,0,1,4,450,0,0,0
202499,372,36220,2,Odessa  TX ,1004,1004,226849,0,0,0,0,0,0,0,0,0,1004,1004,226849,0,0,0,0,0,0,0,0,0
202499,376,13180,5,Beaver Dam  WI ,185,185,60287,2,4,1150,2,8,5100,0,0,0,174,174,57006,2,4,1150,2,8,5100,0,0,0
202499,376,33340,2,Milwaukee-Waukesha  WI ,1712,1712,905594,163,326,76402,1,4,1184,67,2016,352823,1694,1694,896435,163,326,76402,1,4,1184,58,1784,317015
202499,376,39540,2,Racine-Mount Pleasant  WI ,163,163,74930,27,54,8990,0,0,0,5,60,5389,162,162,74618,25,50,8306,0,0,0,5,60,5389
202499,376,48020,5,Watertown-Fort Atkinson  WI ,132,132,53751,7,14,3678,0,0,0,0,0,0,130,130,53101,7,14,3678,0,0,0,0,0,0
202499,376,48580,5,Whitewater-Elkhorn  WI ,378,378,170572,11,22,2999,0,0,0,1,77,7500,355,355,157427,11,22,2999,0,0,0,1,77,7500
202499,378,22060,5,Faribault-Northfield  MN ,88,88,31593,4,8,2538,0,0,0,0,0,0,50,50,21545,4,8,2538,0,0,0,0,0,0
202499,378,26780,5,Hutchinson  MN ,50,50,18880,0,0,0,0,0,0,0,0,0,50,50,18880,0,0,0,0,0,0,0,0,0
202499,378,33460,2,Minneapolis-St. Paul-Bloomington  MN-WI ,9300,9300,3530924,120,240,48002,40,149,24481,93,4333,929976,9216,9216,3506273,117,234,46802,40,149,24481,91,4265,918946
202499,378,36940,5,Owatonna  MN ,24,24,9761,2,4,980,0,0,0,0,0,0,24,24,9761,2,4,980,0,0,0,0,0,0
202499,378,39860,5,Red Wing  MN ,78,78,24010,4,8,1270,0,0,0,0,0,0,78,78,24010,4,8,1270,0,0,0,0,0,0
202499,378,41060,2,St. Cloud  MN ,431,431,166894,5,10,1515,1,3,350,2,210,27694,413,413,162043,5,10,1515,1,3,350,2,210,27694
202499,380,19300,2,Daphne-Fairhope-Foley  AL ,3394,3394,1101018,4,8,1037,0,0,0,11,481,121593,3298,3298,1084771,4,8,1037,0,0,0,11,481,121593
202499,380,33660,2,Mobile  AL ,1377,1377,370224,1,2,202,20,72,6431,8,264,37500,1369,1369,369113,1,2,202,20,72,6431,8,264,37500
202499,384,33740,2,Monroe  LA ,409,409,101956,2,4,569,1,3,267,0,0,0,210,210,48726,2,4,569,1,3,267,0,0,0
