NAME,B19013_001E,B01003_001E,B01002_001E,B15003_022E,B15003_023E,B25003_001E,B25003_002E,B25077_001E,metropolitan statistical area/micropolitan statistical area,year
"Jacksonville, TX Micro Area",38949,50971,37.8,3843,1109,17527,12487,81800,27380,2014
"Jamestown, ND Micro Area",50926,21056,41.1,2652,414,9050,6059,102000,27420,2014
"Jamestown-Dunkirk-Fredonia, NY Micro Area",42720,133556,41.2,10359,6939,54226,37908,84100,27460,2014
"Janesville-Beloit, WI Metro Area",49645,160465,38.8,14021,5761,63385,44212,131500,27500,2014
"Jasper, IN Micro Area",52332,54903,41.5,4050,1760,21019,16613,121900,27540,2014
"Jayuya, PR Micro Area",16111,16183,34.5,1202,375,4712,3292,93000,27580,2014
"Jefferson, GA Micro Area",52857,60928,38.0,5005,1762,20927,16228,156700,27600,2014
"Jefferson City, MO Metro Area",51025,150440,38.1,17119,6297,56404,40379,136100,27620,2014
"Jesup, GA Micro Area",37970,30170,37.3,1539,641,10226,7046,85300,27700,2014
"Johnson City, TN Metro Area",39084,200271,40.9,20782,9027,83999,57454,128500,27740,2014
"Johnstown, PA Metro Area",42304,140835,44.1,12117,4849,57959,42792,86800,27780,2014
"Jonesboro, AR Metro Area",40358,124194,34.6,11008,3947,47395,28183,111200,27860,2014
"Joplin, MO Metro Area",41562,175679,36.6,15709,5426,67433,45770,103800,27900,2014
"Junction City, KS Micro Area",45660,36458,26.4,2508,1119,12782,5702,136900,27920,2014
"Juneau, AK Micro Area",84750,32200,37.3,5113,2347,12081,7692,318000,27940,2014
"Kahului-Wailuku-Lahaina, HI Metro Area",64563,158887,40.0,19381,5947,53177,30442,510300,27980,2014
"Aberdeen, SD Micro Area",52641,41564,39.2,5288,1447,17383,12374,136000,10100,2014
"Aberdeen, WA Micro Area",43379,71734,42.5,5326,1758,27318,18846,158500,10140,2014
"Abilene, TX Metro Area",44249,167171,34.1,15483,5036,60343,38204,91900,10180,2014
"Ada, OK Micro Area",42566,37873,35.3,3980,2012,14650,9667,102000,10220,2014
"Adjuntas, PR Micro Area",10550,19188,37.1,1649,241,6178,3530,103500,10260,2014
"Adrian, MI Micro Area",48118,99257,40.6,8633,3775,37859,29241,113900,10300,2014
"Aguadilla-Isabela, PR Metro Area",15681,331146,39.1,32605,7444,109620,73926,106700,10380,2014
"Akron, OH Metro Area",50776,703017,40.0,88763,34933,281752,190131,137600,10420,2014
"Alamogordo, NM Micro Area",40614,65415,35.6,4250,2419,23907,15475,101400,10460,2014
"Albany, GA Metro Area",36805,156706,35.7,9655,4480,58250,32825,103900,10500,2014
"Albany, OR Metro Area",44965,118270,39.4,9722,3231,44942,29529,171700,10540,2014
"Albany-Schenectady-Troy, NY Metro Area",61841,875567,39.9,112463,68299,347401,226423,196800,10580,2014
"Albemarle, NC Micro Area",42010,60553,41.6,4545,1498,23484,17020,128000,10620,2014
"Albert Lea, MN Micro Area",45569,31034,44.5,2326,711,13077,9935,102700,10660,2014
"Albertville, AL Micro Area",39473,94121,38.6,6459,2728,34524,24768,114600,10700,2014
"Albuquerque, NM Metro Area",48875,899137,36.9,101561,54464,344168,229093,177100,10740,2014
"Alexandria, LA Metro Area",41032,154562,37.3,11535,3846,54908,36475,115900,10780,2014
"Alexandria, MN Micro Area",52485,36413,44.1,4461,1135,15639,11922,189800,10820,2014
"Alice, TX Micro Area",42463,41348,34.2,1662,804,13488,9607,67400,10860,2014
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",58681,826260,41.0,95644,42240,313786,221920,202900,10900,2014
"Alma, MI Micro Area",41833,42057,39.0,2490,1089,14705,10941,87300,10940,2014
"Alpena, MI Micro Area",38353,29242,46.6,1989,1041,12860,9960,94900,10980,2014
"Altoona, PA Metro Area",43871,126708,42.6,11084,3878,50948,36708,108500,11020,2014
"Altus, OK Micro Area",42029,26275,34.0,2127,838,10407,6165,88100,11060,2014
"Amarillo, TX Metro Area",49553,257038,34.3,26029,8868,95576,61670,118500,11100,2014
"Americus, GA Micro Area",34415,36858,35.1,2139,1245,13541,8146,86000,11140,2014
"Ames, IA Metro Area",51270,91939,26.5,13350,5650,35666,19202,164200,11180,2014
"Amsterdam, NY Micro Area",44167,49951,41.0,3379,1668,19655,13231,101100,11220,2014
"Anchorage, AK Metro Area",76453,392021,33.0,47946,18663,136268,86636,268200,11260,2014
"Andrews, TX Micro Area",61250,16126,33.1,1036,218,5412,4161,95500,11380,2014
"Angola, IN Micro Area",48750,34190,41.2,3197,1138,13409,10414,124300,11420,2014
"Ann Arbor, MI Metro Area",60805,351454,33.3,54494,36742,136471,82742,199200,11460,2014
"Anniston-Oxford-Jacksonville, AL Metro Area",40919,117186,38.8,8434,3664,45348,31077,103300,11500,2014
"Appleton, WI Metro Area",60413,228641,38.0,29587,9016,88750,65442,158400,11540,2014
"Arcadia, FL Micro Area",36114,34785,39.2,1544,580,10964,7911,83800,11580,2014
"Ardmore, OK Micro Area",43280,48288,38.4,3986,1347,17475,12223,94600,11620,2014
"Arecibo, PR Metro Area",17566,195749,39.1,21137,4905,67223,47233,107500,11640,2014
"Arkadelphia, AR Micro Area",34109,22800,34.1,1713,853,8467,5378,84300,11660,2014
"Arkansas City-Winfield, KS Micro Area",42157,36201,38.2,2969,1247,13783,9585,79900,11680,2014
"Asheville, NC Metro Area",44820,433204,43.0,61465,25333,181793,123751,179700,11700,2014
"Ashland, OH Micro Area",47034,53202,40.0,4297,1924,20339,14644,119900,11740,2014
"Ashtabula, OH Micro Area",40304,100346,41.6,6074,2534,38933,28158,107300,11780,2014
"Astoria, OR Micro Area",47337,37236,43.8,3954,1838,15746,9870,248300,11820,2014
"Atchison, KS Micro Area",44648,16737,36.5,1146,616,6180,4496,85800,11860,2014
"Athens, OH Micro Area",33773,64840,27.0,4680,3516,22208,12549,113900,11900,2014
"Athens, TN Micro Area",39644,52409,42.2,3374,1331,20187,15062,116200,11940,2014
"Athens, TX Micro Area",40299,78836,43.2,5883,2222,29820,22507,88100,11980,2014
"Athens-Clarke County, GA Metro Area",41624,196287,30.7,20050,12018,68975,38585,158600,12020,2014
"Atlanta-Sandy Springs-Roswell, GA Metro Area",56618,5455053,35.4,803174,317404,1936823,1250064,167400,12060,2014
"Atlantic City-Hammonton, NJ Metro Area",54392,275325,40.5,30807,10587,101166,68479,230200,12100,2014
"Auburn, IN Micro Area",49561,42321,38.3,3194,1328,16235,12836,108400,12140,2014
"Auburn, NY Micro Area",51792,79481,42.3,6594,3699,30907,22243,109000,12180,2014
"Auburn-Opelika, AL Metro Area",43641,147790,30.2,16049,7911,56637,34197,150100,12220,2014
"Augusta-Richmond County, GA-SC Metro Area",46144,575669,37.0,56546,23198,208736,140911,125900,12260,2014
"Augusta-Waterville, ME Micro Area",46559,121507,43.6,12486,5736,51242,35994,151400,12300,2014
"Austin, MN Micro Area",47623,39312,39.0,3453,837,15511,11155,108300,12380,2014
"Austin-Round Rock, TX Metro Area",61900,1835016,33.3,316670,119146,673901,390412,196500,12420,2014
"Bainbridge, GA Micro Area",31090,27508,38.3,1611,801,10473,6632,99800,12460,2014
"Bakersfield, CA Metro Area",48574,857730,31.0,51067,17956,257737,147334,161800,12540,2014
"Baltimore-Columbia-Towson, MD Metro Area",70311,2753396,38.2,385227,210380,1032863,686405,277600,12580,2014
"Bangor, ME Metro Area",44543,153627,40.8,16180,6405,62215,41918,137700,12620,2014
"Baraboo, WI Micro Area",50982,62681,40.2,6501,2224,25400,17481,168200,12660,2014
"Bardstown, KY Micro Area",45655,44254,37.9,2948,1432,16660,12443,125200,12680,2014
"Barnstable Town, MA Metro Area",61597,215167,50.8,37716,20087,94371,74245,362800,12700,2014
"Barre, VT Micro Area",58293,59333,42.9,9580,5118,24704,18030,207100,12740,2014
"Bartlesville, OK Micro Area",48870,51564,40.1,6281,2213,21109,15465,109900,12780,2014
"Bastrop, LA Micro Area",28304,27319,38.8,1782,421,10383,6718,77400,12820,2014
"Batavia, NY Micro Area",50573,59702,42.3,5182,2764,23967,17513,105200,12860,2014
"Batesville, AR Micro Area",36186,36861,38.5,2408,900,14405,10084,91300,12900,2014
"Baton Rouge, LA Metro Area",51829,814805,34.5,93989,30983,299156,204029,158600,12940,2014
"Battle Creek, MI Metro Area",43199,135150,40.0,11714,4660,52842,36908,97100,12980,2014
"Blackfoot, ID Micro Area",48088,45558,32.5,3364,921,14840,10931,136300,13940,2014
"Beatrice, NE Micro Area",49021,21889,44.4,2260,602,9119,6582,107900,13100,2014
"Blacksburg-Christiansburg-Radford, VA Metro Area",44564,179908,32.8,18070,9415,68600,42677,159300,13980,2014
"Bay City, MI Metro Area",45715,107074,42.3,9499,3292,43712,34145,93300,13020,2014
"Bay City, TX Micro Area",40410,36611,37.4,2762,635,13143,8972,91300,13060,2014
"Beaumont-Port Arthur, TX Metro Area",44845,404741,36.9,31403,9173,149713,102905,95500,13140,2014
"Beaver Dam, WI Micro Area",53189,88589,41.5,6850,2234,32979,24239,152900,13180,2014
"Beckley, WV Metro Area",38606,124536,41.5,9338,3824,48730,36447,86900,13220,2014
"Bedford, IN Micro Area",44553,45970,41.7,3059,1233,18561,14564,103000,13260,2014
"Beeville, TX Micro Area",41738,32462,36.2,1332,498,8933,5753,72300,13300,2014
"Bellefontaine, OH Micro Area",48416,45564,40.1,2963,1238,18471,13647,117100,13340,2014
"Bellingham, WA Metro Area",53025,204855,36.5,28409,9950,79837,50008,273000,13380,2014
"Bemidji, MN Micro Area",43990,45236,33.4,4925,1608,16793,11758,147200,13420,2014
"Bend-Redmond, OR Metro Area",49584,163141,41.4,23323,9357,64917,42175,243400,13460,2014
"Bennettsville, SC Micro Area",28765,28294,39.6,1091,582,9645,6458,58400,13500,2014
"Bennington, VT Micro Area",49303,36739,45.8,5234,2237,15477,10861,210600,13540,2014
"Berlin, NH-VT Micro Area",40877,38433,48.0,3278,1246,17147,12340,125500,13620,2014
"Big Rapids, MI Micro Area",40396,43226,34.8,3482,1709,15529,11468,110700,13660,2014
"Big Spring, TX Micro Area",48768,36892,37.1,2381,682,11662,7952,72300,13700,2014
"Big Stone Gap, VA Micro Area",35880,60499,40.4,3386,1364,23372,16453,82800,13720,2014
"Billings, MT Metro Area",51481,162892,38.9,22803,5944,66009,45601,187100,13740,2014
"Binghamton, NY Metro Area",48290,249261,40.6,24021,14584,99616,68367,108800,13780,2014
"Birmingham-Hoover, AL Metro Area",48438,1135534,38.1,133142,52861,435724,303258,144000,13820,2014
"Bismarck, ND Metro Area",62375,120688,37.0,17273,5114,49468,35482,171000,13900,2014
"Bloomington, IL Metro Area",61173,188851,33.2,32215,10740,71161,48111,154000,14010,2014
"Bloomington, IN Metro Area",42416,162422,29.7,17947,12151,62317,35780,150800,14020,2014
"Bloomsburg-Berwick, PA Metro Area",47909,85564,40.8,7859,3463,33793,23977,142000,14100,2014
"Bluefield, WV-VA Micro Area",35910,106492,42.7,8498,2542,43896,32092,86200,14140,2014
"Blytheville, AR Micro Area",34424,45385,35.2,2336,1144,17188,10068,78000,14180,2014
"Bogalusa, LA Micro Area",31750,46723,39.1,2408,788,17589,12772,79200,14220,2014
"Boise City, ID Metro Area",50776,639616,34.9,82552,27336,232248,158062,164400,14260,2014
"Boone, IA Micro Area",52714,26326,41.1,3009,734,10619,8038,119800,14340,2014
"Boone, NC Micro Area",35491,51903,29.3,6066,3251,20224,11609,225600,14380,2014
"Borger, TX Micro Area",47191,21947,37.2,1352,392,8390,6446,68200,14420,2014
"Boston-Cambridge-Newton, MA-NH Metro Area",74494,4650876,38.7,782406,431594,1764845,1085718,363600,14460,2014
"Boulder, CO Metro Area",69407,305166,35.7,61713,34828,121526,76007,358000,14500,2014
"Bowling Green, KY Metro Area",43396,162322,34.9,13644,6903,62821,39536,124300,14540,2014
"Bozeman, MT Micro Area",54298,93108,33.0,18330,5780,37495,22987,263200,14580,2014
"Bradford, PA Micro Area",42913,43024,42.5,2870,1502,17340,12732,74700,14620,2014
"Brainerd, MN Micro Area",47742,91399,44.7,9762,3313,39530,30373,175800,14660,2014
"Branson, MO Micro Area",38360,84679,45.3,6972,2320,33733,23085,133800,14700,2014
"Breckenridge, CO Micro Area",64521,28482,36.6,6736,2468,10386,7008,461100,14720,2014
"Bremerton-Silverdale, WA Metro Area",62473,253614,39.3,33302,12951,97993,65511,259000,14740,2014
"Brenham, TX Micro Area",49236,34039,41.6,3733,1075,11917,8783,141700,14780,2014
"Brevard, NC Micro Area",43959,32943,49.9,4169,1829,13735,10642,181300,14820,2014
"Bridgeport-Stamford-Norwalk, CT Metro Area",83163,934215,39.6,160572,92566,333502,228331,422400,14860,2014
"Brownwood, TX Micro Area",40982,37903,39.8,3021,800,13329,9294,86500,15220,2014
"Brunswick, GA Metro Area",44055,113572,40.6,10017,4790,43257,28523,130900,15260,2014
"Bucyrus, OH Micro Area",41377,43036,42.5,2411,1027,17625,12339,87100,15340,2014
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",50726,1135667,40.9,128514,77737,470035,311308,122600,15380,2014
"Burley, ID Micro Area",44467,43466,33.6,2708,683,14848,10562,116700,15420,2014
"Burlington, IA-IL Micro Area",42750,47339,42.8,4520,1321,19997,14758,93100,15460,2014
"Burlington, NC Metro Area",42592,153713,39.1,14783,4790,61046,40306,135800,15500,2014
"Burlington-South Burlington, VT Metro Area",62175,213891,37.7,35956,15608,84818,57418,252000,15540,2014
"Butte-Silver Bow, MT Micro Area",37503,34462,40.8,3663,1216,15275,9778,122100,15580,2014
"Cadillac, MI Micro Area",40566,47685,41.9,3436,1281,18587,14436,96700,15620,2014
"Calhoun, GA Micro Area",42414,55666,36.6,3049,1275,19320,12870,113100,15660,2014
"California-Lexington Park, MD Metro Area",88190,108472,36.1,12100,7224,37947,27535,300200,15680,2014
"Cambridge, MD Micro Area",45628,32614,43.4,2711,1282,13419,8836,188100,15700,2014
"Cambridge, OH Micro Area",40420,39794,41.9,2294,1063,15564,11529,94400,15740,2014
"Camden, AR Micro Area",32516,30687,42.9,2226,793,12564,8812,67800,15780,2014
"Campbellsville, KY Micro Area",35521,25059,39.3,1362,732,9491,6549,96300,15820,2014
"Cañon City, CO Micro Area",40569,46879,43.3,3549,1671,16600,11944,157400,15860,2014
"Canton, IL Micro Area",45938,36616,42.4,2963,876,14501,10936,81300,15900,2014
"Canton-Massillon, OH Metro Area",46233,403629,41.8,37983,14475,160678,112481,120900,15940,2014
"Cape Coral-Fort Myers, FL Metro Area",47908,647554,46.4,75812,30397,246061,170487,150000,15980,2014
"Cape Girardeau, MO-IL Metro Area",42889,97246,37.2,9981,3905,37288,24944,123700,16020,2014
"Carbondale-Marion, IL Metro Area",39227,126933,35.4,12542,6539,50229,31735,98800,16060,2014
"Carlsbad-Artesia, NM Micro Area",51303,54834,36.7,3626,2013,20190,14849,116200,16100,2014
"Carson City, NV Metro Area",50108,54634,42.3,4721,2201,21225,12346,188000,16180,2014
"Casper, WY Metro Area",56769,78667,36.2,7564,2608,31790,21582,183100,16220,2014
"Cedar City, UT Micro Area",42305,46725,27.6,4615,1789,15135,9513,165400,16260,2014
"Cedar Rapids, IA Metro Area",59000,261429,37.8,35479,11442,105376,78486,144000,16300,2014
"Cedartown, GA Micro Area",39121,41250,37.2,1943,1023,14778,10176,102000,16340,2014
"Celina, OH Micro Area",52033,40789,39.8,2723,1406,15923,12320,127200,16380,2014
"Centralia, IL Micro Area",41783,38922,41.5,2502,991,15835,11908,68500,16460,2014
"Centralia, WA Micro Area",42917,75382,42.6,4491,2234,29450,19966,178200,16500,2014
"Chambersburg-Waynesboro, PA Metro Area",53394,151517,40.6,12709,5797,58298,42320,174300,16540,2014
"Champaign-Urbana, IL Metro Area",48182,234672,30.6,28821,16321,91858,53449,142100,16580,2014
"Charleston, WV Metro Area",45692,225248,42.4,21420,9802,95619,68292,97700,16620,2014
"Charleston-Mattoon, IL Micro Area",39363,64605,34.2,5366,2380,25247,16341,89700,16660,2014
"Charleston-North Charleston, SC Metro Area",52517,697281,35.8,95963,37899,264864,170985,186700,16700,2014
"Charlotte-Concord-Gastonia, NC-SC Metro Area",52591,2298915,36.7,327585,113378,857926,570946,164900,16740,2014
"Charlottesville, VA Metro Area",59189,223063,37.5,32233,17951,85076,55113,260300,16820,2014
"Chattanooga, TN-GA Metro Area",46228,537397,39.8,56443,21616,209002,141708,143200,16860,2014
"Cheyenne, WY Metro Area",58324,94412,36.9,10894,4132,37364,25428,186600,16940,2014
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",61497,9516448,36.3,1356862,616775,3438560,2242742,217300,16980,2014
"Brookhaven, MS Micro Area",35502,34824,38.1,1951,1027,13091,9712,84200,15020,2014
"Brookings, OR Micro Area",41939,22341,54.1,2430,1029,10296,6731,211300,15060,2014
"Brookings, SD Micro Area",48406,32647,26.2,4648,1435,12318,7280,152000,15100,2014
"Brownsville-Harlingen, TX Metro Area",33390,415103,31.0,27313,7401,119695,80361,77400,15180,2014
"Chico, CA Metro Area",43165,221578,36.9,23653,7585,85215,50593,220100,17020,2014
"Clarksburg, WV Micro Area",42555,94320,42.2,8308,3086,37317,28196,91800,17220,2014
"Chillicothe, OH Micro Area",43450,77552,40.2,5159,2354,28209,20067,109400,17060,2014
"Cincinnati, OH-KY-IN Metro Area",55204,2131793,37.4,271337,115123,817460,548573,152600,17140,2014
"Claremont-Lebanon, NH-VT Micro Area",54733,217906,44.0,30022,14650,89481,64163,198700,17200,2014
"Clarksdale, MS Micro Area",27735,25527,33.5,2006,589,9350,5028,58100,17260,2014
"Clarksville, TN-KY Metro Area",46653,270751,30.2,23443,8785,96607,57077,135600,17300,2014
"Clearlake, CA Micro Area",35997,64209,45.2,4935,1745,26771,16795,167900,17340,2014
"Cleveland, MS Micro Area",29255,33961,34.6,2983,1214,12377,6960,84900,17380,2014
"Cleveland, TN Metro Area",41301,117719,39.5,9088,3762,44442,30632,137600,17420,2014
"Cleveland-Elyria, OH Metro Area",49551,2067490,41.0,251498,111627,846647,558141,139800,17460,2014
"Clewiston, FL Micro Area",36504,38360,33.3,1652,722,11156,7832,72400,17500,2014
"Clinton, IA Micro Area",49849,48663,42.2,4693,1292,19977,14801,110100,17540,2014
"Clovis, NM Micro Area",40318,50173,30.7,3867,2006,18223,10830,129000,17580,2014
"Coamo, PR Micro Area",17938,40496,36.6,3722,1176,13568,10703,92100,17620,2014
"Coco, PR Micro Area",13871,30506,35.9,2401,714,11013,8882,85500,17640,2014
"Coeur d'Alene, ID Metro Area",49292,142783,39.4,15019,4833,55807,39177,184200,17660,2014
"Coffeyville, KS Micro Area",40716,34602,39.7,2435,1109,13706,9605,72400,17700,2014
"Coldwater, MI Micro Area",42538,43965,40.3,2565,1050,15863,12329,94800,17740,2014
"College Station-Bryan, TX Metro Area",39915,235316,26.4,22551,11450,84436,42073,143000,17780,2014
"Colorado Springs, CO Metro Area",57735,669070,34.1,90770,45397,249765,159627,215300,17820,2014
"Columbia, MO Metro Area",49059,168268,29.9,26635,12306,66136,37513,165900,17860,2014
"Columbia, SC Metro Area",49238,784698,35.9,96499,43428,296439,199204,138500,17900,2014
"Columbus, GA-AL Metro Area",42278,308363,34.1,28043,11212,111394,62301,134700,17980,2014
"Columbus, IN Metro Area",54488,78628,38.0,9105,4515,30516,21300,135900,18020,2014
"Columbus, MS Micro Area",38672,59736,36.0,5471,1997,23431,14528,113400,18060,2014
"Columbus, NE Micro Area",55391,32485,38.1,3009,1043,12666,9111,122700,18100,2014
"Columbus, OH Metro Area",55115,1948188,35.6,273798,107831,748544,464755,158000,18140,2014
"Concord, NH Micro Area",65226,146880,42.2,21524,9649,57040,41063,227300,18180,2014
"Connersville, IN Micro Area",37833,23955,41.5,1102,435,9336,6518,80900,18220,2014
"Cookeville, TN Micro Area",34654,106901,38.8,8477,3040,42694,28520,122900,18260,2014
"Coos Bay, OR Micro Area",39193,62678,47.9,5521,2062,25847,17108,172100,18300,2014
"Cordele, GA Micro Area",36280,23403,38.3,1448,525,8574,5208,89100,18380,2014
"Corinth, MS Micro Area",33790,37279,40.0,2754,825,14651,10310,82100,18420,2014
"Cornelia, GA Micro Area",40689,43342,38.9,2747,1480,14613,11033,129800,18460,2014
"Corning, NY Micro Area",47733,98917,41.8,7372,5367,41285,28949,89800,18500,2014
"Corpus Christi, TX Metro Area",49359,437528,35.8,35191,14746,157629,95220,108500,18580,2014
"Corsicana, TX Micro Area",40976,48073,37.8,3659,1057,17660,12033,79600,18620,2014
"Cortland, NY Micro Area",48404,49231,36.0,3998,2190,18045,11936,105200,18660,2014
"Corvallis, OR Metro Area",49338,86034,32.4,14413,7231,33376,19168,268400,18700,2014
"Coshocton, OH Micro Area",41569,36768,41.3,2099,842,14561,10757,95600,18740,2014
"Craig, CO Micro Area",50123,13286,36.7,942,223,4890,3607,177700,18780,2014
"Crawfordsville, IN Micro Area",46286,38183,40.1,2695,1171,14574,10399,108200,18820,2014
"Crescent City, CA Micro Area",39302,28066,39.2,2022,642,9527,5678,180100,18860,2014
"Crestview-Fort Walton Beach-Destin, FL Metro Area",53083,246805,38.7,28921,13215,96293,64020,177100,18880,2014
"Crossville, TN Micro Area",38350,57064,49.3,4633,2000,23923,18983,139700,18900,2014
"Cullman, AL Micro Area",39415,80668,40.5,5224,2103,31160,23501,107000,18980,2014
"DeRidder, LA Micro Area",46420,36109,37.4,2421,822,13095,10067,97300,19760,2014
"Des Moines-West Des Moines, IA Metro Area",61640,590741,35.4,96276,27740,229824,162271,157800,19780,2014
"Detroit-Warren-Dearborn, MI Metro Area",52305,4292647,39.7,501564,245912,1656829,1155762,122800,19820,2014
"Cullowhee, NC Micro Area",36705,40598,36.2,4622,1932,15872,10534,173200,19000,2014
"Cumberland, MD-WV Metro Area",37276,101888,41.8,6306,3847,39638,26239,120100,19060,2014
"Dallas-Fort Worth-Arlington, TX Metro Area",59175,6703020,34.1,909335,338621,2370055,1438684,151900,19100,2014
"Dalton, GA Metro Area",38818,142548,35.3,6676,3091,48754,31766,110900,19140,2014
"Danville, IL Metro Area",42548,80773,39.9,5152,1891,31601,22147,75200,19180,2014
"Danville, KY Micro Area",38185,53696,40.2,3248,1924,20674,14313,106300,19220,2014
"Danville, VA Micro Area",38133,105659,43.9,7452,2878,44549,30443,99100,19260,2014
"Daphne-Fairhope-Foley, AL Metro Area",50183,191205,41.8,25444,9188,73058,52203,168800,19300,2014
"Davenport-Moline-Rock Island, IA-IL Metro Area",51263,381913,39.3,43242,17559,154591,109315,124600,19340,2014
"Dayton, OH Metro Area",47162,801259,39.4,83384,45482,327391,208923,122700,19380,2014
"Dayton, TN Micro Area",37512,32272,40.7,1593,659,12307,8533,102100,19420,2014
"Decatur, AL Metro Area",44273,153579,39.7,12673,4673,59168,43427,114700,19460,2014
"Decatur, IL Metro Area",46696,109833,40.5,11201,4541,45153,31267,94000,19500,2014
"Decatur, IN Micro Area",47964,34533,34.0,1982,915,12164,9522,118400,19540,2014
"Defiance, OH Micro Area",48853,38795,39.3,2793,1105,15332,11448,107400,19580,2014
"Del Rio, TX Micro Area",42735,48999,31.9,3562,857,15055,9967,92700,19620,2014
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",42571,597824,46.4,60435,23711,233031,168521,139800,19660,2014
"Deming, NM Micro Area",28489,24947,38.8,1317,782,9120,6149,84700,19700,2014
"Denver-Aurora-Lakewood, CO Metro Area",64206,2651392,36.0,456027,184537,1025246,651631,253100,19740,2014
"Dickinson, ND Micro Area",70243,27038,35.8,3070,924,10887,7769,182200,19860,2014
"Dixon, IL Micro Area",52004,35248,41.8,2735,1060,13468,9993,110700,19940,2014
"Dodge City, KS Micro Area",51374,34604,30.7,2495,638,11086,7132,92200,19980,2014
"Dothan, AL Metro Area",40515,147165,40.0,11776,4779,57262,38854,107400,20020,2014
"Douglas, GA Micro Area",34523,42947,35.0,2117,954,14597,9828,79700,20060,2014
"Dover, DE Metro Area",55169,167477,36.8,15105,7249,59142,41937,200200,20100,2014
"Dublin, GA Micro Area",34174,57878,38.8,2996,1608,20867,13690,82100,20140,2014
"DuBois, PA Micro Area",41510,81472,43.3,5485,1778,31863,24613,87100,20180,2014
"Dubuque, IA Metro Area",53410,95166,38.9,11520,4408,37720,27400,146500,20220,2014
"Duluth, MN-WI Metro Area",47574,279894,40.8,33225,10420,117173,83539,139600,20260,2014
"Dumas, TX Micro Area",48149,22172,31.0,1296,311,6836,4710,87600,20300,2014
