NAME,B19013_001E,B01003_001E,B01002_001E,B15003_022E,B15003_023E,B25003_001E,B25003_002E,B25077_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Bardstown, KY Micro Area",60127,45650,39.8,3400,1563,17853,13561,154700,12680,,msa,12680,,2019
"Barnstable Town, MA Metro Area",74336,213496,53.3,41225,22640,94323,75287,393500,12700,,msa,12700,,2019
"Barre, VT Micro Area",62791,58350,43.7,9810,5299,24828,17489,226900,12740,,msa,12740,,2019
"Bartlesville, OK Micro Area",54997,51886,40.2,6848,2314,20455,14487,120600,12780,,msa,12780,,2019
"Batavia, NY Micro Area",60524,57808,43.1,5507,2932,23759,17168,119800,12860,,msa,12860,,2019
"Batesville, AR Micro Area",40436,54566,41.9,3750,1406,21769,16007,89200,12900,,msa,12900,,2019
"Bay City, MI Metro Area",48819,104104,43.4,9689,3594,44339,34037,102000,13020,,msa,13020,,2019
"Bay City, TX Micro Area",48913,36774,38.2,3064,902,13848,9787,114800,13060,,msa,13060,,2019
"Beatrice, NE Micro Area",53110,21594,43.8,2233,675,8979,6247,116200,13100,,msa,13100,,2019
"Beaumont-Port Arthur, TX Metro Area",54016,395174,36.9,34237,10384,145308,97408,114500,13140,,msa,13140,,2019
"Beaver Dam, WI Micro Area",60652,87715,42.5,7622,2225,34980,24396,162100,13180,,msa,13180,,2019
"Beckley, WV Metro Area",42817,118828,43.2,9441,4170,48644,36369,101800,13220,,msa,13220,,2019
"Bedford, IN Micro Area",53610,45548,43.1,3120,1599,18781,14457,117400,13260,,msa,13260,,2019
"Beeville, TX Micro Area",44578,32611,35.3,1131,507,8269,5185,90600,13300,,msa,13300,,2019
"Bellefontaine, OH Micro Area",56754,45316,41.4,3471,1439,18677,13854,131900,13340,,msa,13340,,2019
"Bellingham, WA Metro Area",62984,220821,37.3,32227,12314,86523,53580,345700,13380,,msa,13380,,2019
"Bemidji, MN Micro Area",49160,46403,34.0,5097,2088,17372,11650,162600,13420,,msa,13420,,2019
"Bend, OR Metro Area",67043,186251,42.4,30445,12409,74397,49809,364600,13460,,msa,13460,,2019
"Bennettsville, SC Micro Area",33586,26753,40.3,1048,553,9613,6042,67500,13500,,msa,13500,,2019
"Bennington, VT Micro Area",56183,35746,46.7,5650,2521,14581,10794,207600,13540,,msa,13540,,2019
"Berlin, NH Micro Area",47117,31741,48.2,2917,1129,13768,9728,128000,13620,,msa,13620,,2019
"Big Rapids, MI Micro Area",45018,43251,36.9,3568,1757,15808,11594,121400,13660,,msa,13660,,2019
"Big Spring, TX Micro Area",54208,36349,36.5,2100,753,11064,7235,99000,13700,,msa,13700,,2019
"Oshkosh-Neenah, WI Metro Area",58543,170411,38.3,23271,6698,70594,46039,152500,36780,,msa,36780,,2019
"Oskaloosa, IA Micro Area",54825,22164,39.3,2314,831,8927,6161,115300,36820,,msa,36820,,2019
"Othello, WA Micro Area",48294,19594,27.9,923,475,5973,3771,154500,36830,,msa,36830,,2019
"Ottawa, IL Micro Area",58160,148580,42.7,12788,4888,61206,44816,123200,36837,,msa,36837,,2019
"Ottawa, KS Micro Area",56582,25558,40.0,2274,1016,10118,7317,128000,36840,,msa,36840,,2019
"Ottumwa, IA Micro Area",46246,35141,39.6,2748,1288,14481,10357,82100,36900,,msa,36900,,2019
"Owatonna, MN Micro Area",64903,36683,39.0,4432,1445,14692,11043,169300,36940,,msa,36940,,2019
"Owensboro, KY Metro Area",52046,118477,39.1,10433,5345,47299,32906,129400,36980,,msa,36980,,2019
"Oak Harbor, WA Micro Area",68604,82866,44.2,12094,6029,34768,24847,358800,36020,,msa,36020,,2019
"Ocala, FL Metro Area",45371,353526,48.7,34395,13553,139172,104381,139900,36100,,msa,36100,,2019
"Ocean City, NJ Metro Area",67074,93086,49.6,14702,6079,40171,31189,300500,36140,,msa,36140,,2019
"Odessa, TX Metro Area",62973,160579,30.4,10362,3058,52530,34087,140500,36220,,msa,36220,,2019
"Ogden-Clearfield, UT Metro Area",75062,662875,31.8,85277,30610,209117,158449,255500,36260,,msa,36260,,2019
"Ogdensburg-Massena, NY Micro Area",50940,108913,39.0,8532,6581,41933,30596,93600,36300,,msa,36300,,2019
"Oil City, PA Micro Area",49945,51818,46.9,4793,1945,22050,16549,89400,36340,,msa,36340,,2019
"Okeechobee, FL Micro Area",41760,41144,41.1,2387,747,13904,10033,106000,36380,,msa,36380,,2019
"Oklahoma City, OK Metro Area",59084,1382841,35.2,177311,68501,515208,328795,157600,36420,,msa,36420,,2019
"Olean, NY Micro Area",48703,77121,42.0,5428,3909,31779,22778,88100,36460,,msa,36460,,2019
"Olympia-Lacey-Tumwater, WA Metro Area",72003,279711,39.0,42921,19860,109983,71908,287900,36500,,msa,36500,,2019
"Omaha-Council Bluffs, NE-IA Metro Area",67885,931779,35.7,145297,54997,359324,235479,171000,36540,,msa,36540,,2019
"Oxford, MS Micro Area",50272,53590,30.5,8039,3367,18721,11616,199700,37060,,msa,37060,,2019
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",88131,847263,38.1,121499,48177,271040,171174,588400,37100,,msa,37100,,2019
"Ozark, AL Micro Area",47214,49277,37.3,4047,1688,18806,11300,112000,37120,,msa,37120,,2019
"Paducah, KY-IL Micro Area",46584,96754,42.8,9003,3828,40598,28050,122300,37140,,msa,37140,,2019
"Pahrump, NV Micro Area",47300,44380,53.1,2480,902,19088,13517,163300,37220,,msa,37220,,2019
"Palatka, FL Micro Area",37670,73252,45.1,4092,1703,28943,20472,89100,37260,,msa,37260,,2019
"Palestine, TX Micro Area",43455,57810,39.3,2870,1190,16677,11606,101900,37300,,msa,37300,,2019
"Palm Bay-Melbourne-Titusville, FL Metro Area",56775,585507,47.3,81151,39297,230417,171269,196400,37340,,msa,37340,,2019
"Pampa, TX Micro Area",49327,23215,36.7,1500,529,8185,6038,79200,37420,,msa,37420,,2019
"Panama City, FL Metro Area",54316,182161,39.8,19477,7995,71422,46488,178400,37460,,msa,37460,,2019
"Paragould, AR Micro Area",47056,44937,38.0,3343,1272,17254,11561,118800,37500,,msa,37500,,2019
"Paris, TN Micro Area",40502,32284,45.8,2180,1163,13394,10211,103300,37540,,msa,37540,,2019
"Paris, TX Micro Area",45117,49611,40.7,4362,1519,19793,12760,99100,37580,,msa,37580,,2019
"Parkersburg-Vienna, WV Metro Area",47218,90758,43.6,8504,3971,37993,27462,122300,37620,,msa,37620,,2019
"Parsons, KS Micro Area",47643,20119,41.0,1699,550,8176,5683,76400,37660,,msa,37660,,2019
"Payson, AZ Micro Area",43524,53546,50.2,4728,2037,21945,16581,165800,37740,,msa,37740,,2019
"Pearsall, TX Micro Area",46729,19871,31.2,481,253,4542,3136,82200,37770,,msa,37770,,2019
"Pecos, TX Micro Area",53581,15590,35.8,915,279,3548,2568,64800,37780,,msa,37780,,2019
"Pella, IA Micro Area",61038,33172,39.4,4192,1552,13365,9463,157300,37800,,msa,37800,,2019
"Pensacola-Ferry Pass-Brent, FL Metro Area",56007,488246,38.3,57976,23893,183618,122756,164000,37860,,msa,37860,,2019
"Peoria, IL Metro Area",59397,406883,39.9,50563,20215,163182,117751,132000,37900,,msa,37900,,2019
"Peru, IN Micro Area",50657,35815,40.1,2044,1026,13611,9730,88700,37940,,msa,37940,,2019
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",72343,6079130,38.8,940547,453914,2280112,1534074,250700,37980,,msa,37980,,2019
"Phoenix-Mesa-Chandler, AZ Metro Area",63883,4761603,36.7,636413,264379,1693396,1073694,250000,38060,,msa,38060,,2019
"Picayune, MS Micro Area",46901,55219,40.9,4323,1656,21020,16354,138200,38100,,msa,38100,,2019
"Pierre, SD Micro Area",65712,20625,38.7,3329,1019,8804,6189,175500,38180,,msa,38180,,2019
"Pine Bluff, AR Metro Area",41798,90865,39.2,6822,2792,33791,22000,83300,38220,,msa,38220,,2019
"Pinehurst-Southern Pines, NC Micro Area",59963,97294,44.3,16293,7170,39821,30143,216500,38240,,msa,38240,,2019
"Pittsburg, KS Micro Area",41004,38968,32.5,4365,2003,15284,9076,93900,38260,,msa,38260,,2019
"Pittsburgh, PA Metro Area",60535,2331447,43.1,359756,165127,1009415,702216,154000,38300,,msa,38300,,2019
"Pittsfield, MA Metro Area",59230,126425,47.1,17354,9864,54813,37928,216100,38340,,msa,38340,,2019
"Plainview, TX Micro Area",48384,33826,33.4,2417,906,10933,6810,82700,38380,,msa,38380,,2019
"Platteville, WI Micro Area",54800,51733,36.0,4751,1886,19583,13779,147700,38420,,msa,38420,,2019
"Plattsburgh, NY Micro Area",56365,80583,39.5,6630,4668,31301,20810,134100,38460,,msa,38460,,2019
"Plymouth, IN Micro Area",52658,46461,40.0,3697,1874,17304,12929,138700,38500,,msa,38500,,2019
"Pocatello, ID Metro Area",51429,93436,34.1,10859,3330,33788,23001,159100,38540,,msa,38540,,2019
"Point Pleasant, WV-OH Micro Area",45351,56908,42.5,3996,1774,22622,17399,100800,38580,,msa,38580,,2019
"Ponca City, OK Micro Area",46809,44402,38.4,4063,1082,17610,11879,92100,38620,,msa,38620,,2019
"Ponce, PR Metro Area",17683,226117,40.6,29967,6728,81129,54405,95300,38660,,msa,38660,,2019
"Pontiac, IL Micro Area",55160,36040,42.0,2531,876,14307,10417,109400,38700,,msa,38700,,2019
"Poplar Bluff, MO Micro Area",38726,56223,41.6,3149,1285,21449,14435,104700,38740,,msa,38740,,2019
"Portales, NM Micro Area",42702,18888,30.0,1689,704,6814,3984,118200,38780,,msa,38780,,2019
"Port Angeles, WA Micro Area",52192,75392,50.8,9281,4684,32958,23198,253800,38820,,msa,38820,,2019
"Portland-South Portland, ME Metro Area",70266,532075,43.7,99438,42963,221938,158513,263300,38860,,msa,38860,,2019
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",74792,2445761,38.1,424888,180459,938646,585963,368800,38900,,msa,38900,,2019
"Port Lavaca, TX Micro Area",58776,21668,37.7,1310,598,7582,5518,120200,38920,,msa,38920,,2019
"Port St. Lucie, FL Metro Area",55153,472012,47.8,58367,23653,179289,134411,210100,38940,,msa,38940,,2019
"Portsmouth, OH Micro Area",41330,76040,39.9,4641,2874,29858,20188,97800,39020,,msa,39020,,2019
"Pottsville, PA Micro Area",52280,142674,44.4,11658,4378,58749,44446,102100,39060,,msa,39060,,2019
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",80534,673839,39.2,81414,50771,236429,160124,276500,39100,,msa,39100,,2019
"Prescott Valley-Prescott, AZ Metro Area",52451,228067,53.4,26314,13220,98386,70821,252000,39150,,msa,39150,,2019
"Price, UT Micro Area",51158,20308,37.5,1537,524,7829,5773,140800,39220,,msa,39220,,2019
"Prineville, OR Micro Area",49006,23011,47.5,2305,781,9588,6925,246100,39260,,msa,39260,,2019
"Providence-Warwick, RI-MA Metro Area",67818,1618268,40.3,221987,103892,628401,386000,276900,39300,,msa,39300,,2019
"Provo-Orem, UT Metro Area",74387,616791,24.8,84820,28223,169455,115012,303300,39340,,msa,39340,,2019
"Pueblo, CO Metro Area",46783,165982,39.3,16263,6593,64314,41589,164600,39380,,msa,39380,,2019
"Pullman, WA Micro Area",42745,49231,24.7,6194,3451,17999,7853,217600,39420,,msa,39420,,2019
"Punta Gorda, FL Metro Area",51499,181067,59.1,21996,9675,76891,61262,195400,39460,,msa,39460,,2019
"Quincy, IL-MO Micro Area",52132,76040,41.4,7881,3678,30864,22334,123500,39500,,msa,39500,,2019
"Racine, WI Metro Area",61336,195602,40.2,22178,9137,76974,52019,176000,39540,,msa,39540,,2019
"Raleigh-Cary, NC Metro Area",75851,1332311,36.7,263202,112345,494521,324773,249800,39580,,msa,39580,,2019
"Rapid City, SD Metro Area",57615,138402,38.5,19106,7081,55101,38451,188400,39660,,msa,39660,,2019
"Raymondville, TX Micro Area",35521,21588,33.0,866,267,5782,4078,55300,39700,,msa,39700,,2019
"Reading, PA Metro Area",63728,418025,39.9,45558,19263,154712,110655,178700,39740,,msa,39740,,2019
"Red Bluff, CA Micro Area",44514,63912,41.0,4864,1418,24189,15813,215900,39780,,msa,39780,,2019
"Redding, CA Metro Area",54667,179212,41.5,18727,6098,71181,45548,252300,39820,,msa,39820,,2019
"Red Wing, MN Micro Area",66800,46246,42.2,5894,1960,19452,14644,204100,39860,,msa,39860,,2019
"Reno, NV Metro Area",64801,460924,38.5,61333,24817,183807,107725,333000,39900,,msa,39900,,2019
"Rexburg, ID Micro Area",43630,52120,24.4,5435,1375,15363,8443,201100,39940,,msa,39940,,2019
"Richmond, IN Micro Area",46516,66342,40.6,4778,2520,26644,17837,100500,39980,,msa,39980,,2019
"Rockford, IL Metro Area",56027,338356,39.5,33099,14641,133350,90634,124800,40420,,msa,40420,,2019
"Rockingham, NC Micro Area",36148,44997,40.5,3187,1373,18380,12162,83200,40460,,msa,40460,,2019
"Rockport, TX Micro Area",45137,24462,50.6,2423,999,9548,7657,156800,40530,,msa,40530,,2019
"Rock Springs, WY Micro Area",74843,43521,35.3,4136,1563,15523,11832,205600,40540,,msa,40540,,2019
"Rocky Mount, NC Metro Area",44559,146678,41.7,12708,4448,58162,36617,111100,40580,,msa,40580,,2019
"Rolla, MO Micro Area",44154,44630,35.3,4428,2345,17981,10725,135000,40620,,msa,40620,,2019
"Rome, GA Metro Area",48336,97369,38.3,7508,3907,35679,21780,132400,40660,,msa,40660,,2019
"Roseburg, OR Micro Area",47267,109114,47.1,8710,3782,45456,30986,199200,40700,,msa,40700,,2019
"Roswell, NM Micro Area",43359,65144,35.7,4980,1827,23284,16040,108700,40740,,msa,40740,,2019
"Ruidoso, NM Micro Area",46216,19461,50.9,2588,863,7566,6096,193900,40760,,msa,40760,,2019
"Russellville, AR Micro Area",43633,85225,36.8,7407,2780,30082,20926,121800,40780,,msa,40780,,2019
"Ruston, LA Micro Area",35467,47246,28.3,5485,2672,17712,9120,154500,40820,,msa,40820,,2019
"Rutland, VT Micro Area",56139,58892,46.5,8280,3710,25338,18100,177400,40860,,msa,40860,,2019
"Sacramento-Roseville-Folsom, CA Metro Area",72280,2315980,37.4,340238,121518,831150,501039,387500,40900,,msa,40900,,2019
"Safford, AZ Micro Area",51353,37996,33.6,2346,1004,11017,7741,138700,40940,,msa,40940,,2019
"Saginaw, MI Metro Area",48000,191821,40.9,17593,6863,78933,56249,101300,40980,,msa,40980,,2019
"Richmond, VA Metro Area",68529,1269530,38.8,202986,91848,481217,315671,237500,40060,,msa,40060,,2019
"Richmond-Berea, KY Micro Area",47106,105026,35.3,10645,5255,38858,23667,149600,40080,,msa,40080,,2019
"Rio Grande City-Roma, TX Micro Area",30387,64078,28.8,2537,794,16188,12160,71900,40100,,msa,40100,,2019
"Riverside-San Bernardino-Ontario, CA Metro Area",65121,4560470,34.5,404915,162937,1360934,861225,341300,40140,,msa,40140,,2019
"Riverton, WY Micro Area",55896,39812,38.7,4157,1669,14907,10503,196400,40180,,msa,40180,,2019
"Roanoke, VA Metro Area",56596,313009,42.8,38790,15515,128432,88373,180100,40220,,msa,40220,,2019
"Roanoke Rapids, NC Micro Area",36128,71136,45.3,4802,1912,29564,19004,85500,40260,,msa,40260,,2019
"Rochelle, IL Micro Area",60986,51025,42.4,5072,2109,21021,15390,146900,40300,,msa,40300,,2019
"Rochester, MN Metro Area",73697,217964,38.4,33681,14384,87500,65743,201100,40340,,msa,40340,,2019
"Rochester, NY Metro Area",60102,1072877,40.2,144769,87921,433113,290619,144400,40380,,msa,40380,,2019
"St. Cloud, MN Metro Area",61985,198581,34.9,23024,6946,75931,51578,182700,41060,,msa,41060,,2019
"St. George, UT Metro Area",59839,165811,37.1,18456,7674,57144,40230,283800,41100,,msa,41100,,2019
"St. Joseph, MO-KS Metro Area",52810,126173,38.9,12292,4132,47117,31119,123100,41140,,msa,41140,,2019
"St. Louis, MO-IL Metro Area",63705,2805190,39.3,396882,200787,1126934,776324,172700,41180,,msa,41180,,2019
"St. Marys, GA Micro Area",56951,53231,32.8,5080,2080,19338,12095,165700,41220,,msa,41220,,2019
"St. Marys, PA Micro Area",53440,30340,47.4,3131,985,14020,11014,103200,41260,,msa,41260,,2019
"Salem, OH Micro Area",48345,103190,44.1,7397,2874,41537,30536,109400,41400,,msa,41400,,2019
"Salem, OR Metro Area",60178,422678,36.6,44901,17779,148343,91182,250800,41420,,msa,41420,,2019
"Salina, KS Micro Area",52383,60523,39.1,7395,2542,24405,16593,133900,41460,,msa,41460,,2019
"Salinas, CA Metro Area",71015,433410,34.4,40905,18092,127155,64900,516600,41500,,msa,41500,,2019
"Salisbury, MD-DE Metro Area",60446,404417,45.5,46249,24569,160153,117545,234800,41540,,msa,41540,,2019
"Salt Lake City, UT Metro Area",74842,1201043,32.7,169398,65763,395298,268131,298600,41620,,msa,41620,,2019
"San Angelo, TX Metro Area",53883,120837,34.1,12315,4607,44454,28421,140000,41660,,msa,41660,,2019
"San Antonio-New Braunfels, TX Metro Area",60327,2468193,34.7,287250,119812,811335,507632,171000,41700,,msa,41700,,2019
"San Diego-Chula Vista-Carlsbad, CA Metro Area",78980,3316073,35.8,533725,225220,1125286,600104,563700,41740,,msa,41740,,2019
"Sandpoint, ID Micro Area",50256,43611,47.9,4993,1691,17537,13269,254200,41760,,msa,41760,,2019
"Sandusky, OH Micro Area",54226,74780,44.8,7815,3352,31183,21593,139900,41780,,msa,41780,,2019
"Sanford, NC Micro Area",49994,60481,38.6,5807,2292,21894,14601,144200,41820,,msa,41820,,2019
"San Francisco-Oakland-Berkeley, CA Metro Area",106025,4701332,39.0,993618,465156,1703275,931032,840600,41860,,msa,41860,,2019
"San Germán, PR Metro Area",16151,125324,44.0,15351,3324,41921,28285,94300,41900,,msa,41900,,2019
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",122478,1987846,37.1,374919,240771,658350,372659,968800,41940,,msa,41940,,2019
"San Juan-Bayamón-Caguas, PR Metro Area",23156,2100207,41.5,289553,85069,760282,518719,123100,41980,,msa,41980,,2019
"Sayre, PA Micro Area",52358,60963,44.5,5217,2077,25021,18520,150600,42380,,msa,42380,,2019
"Scottsbluff, NE Micro Area",49766,38015,39.6,4115,1331,15559,10452,128100,42420,,msa,42420,,2019
"Scottsboro, AL Micro Area",41769,51852,43.1,3525,1284,20695,15629,104900,42460,,msa,42460,,2019
"Scottsburg, IN Micro Area",48700,23759,41.5,1147,689,8971,6456,103000,42500,,msa,42500,,2019
"Scranton--Wilkes-Barre, PA Metro Area",53491,555642,42.7,61264,27066,226611,151792,139400,42540,,msa,42540,,2019
"Searcy, AR Micro Area",44029,78762,36.9,6466,2986,29055,19195,120100,42620,,msa,42620,,2019
"Seattle-Tacoma-Bellevue, WA Metro Area",86856,3871323,37.0,720311,318306,1499147,900265,436100,42660,,msa,42660,,2019
"Sebastian-Vero Beach, FL Metro Area",54740,153989,53.5,21086,9332,58612,46440,202300,42680,,msa,42680,,2019
"Sebring-Avon Park, FL Metro Area",40942,103437,53.5,8658,3554,41740,31436,108100,42700,,msa,42700,,2019
"Sedalia, MO Micro Area",46157,42355,37.8,3176,1509,16033,11029,119100,42740,,msa,42740,,2019
"Selinsgrove, PA Micro Area",58997,40483,40.2,3379,1365,14794,10676,166100,42780,,msa,42780,,2019
"Selma, AL Micro Area",33845,39149,39.6,2305,1278,15910,9441,83300,42820,,msa,42820,,2019
"Seneca, SC Micro Area",49134,77528,45.7,8465,4441,31978,23253,159800,42860,,msa,42860,,2019
"Seneca Falls, NY Micro Area",54545,34390,42.1,2903,1837,13564,10022,107100,42900,,msa,42900,,2019
"Sevierville, TN Micro Area",49610,97068,42.9,8241,2594,37210,25815,175500,42940,,msa,42940,,2019
"Seymour, IN Micro Area",51250,44025,38.5,3320,1391,16753,12072,125300,42980,,msa,42980,,2019
"San Luis Obispo-Paso Robles, CA Metro Area",73518,282165,39.2,41436,17012,105981,65248,574000,42020,,msa,42020,,2019
"Santa Cruz-Watsonville, CA Metro Area",82234,273962,37.8,42819,19835,95818,57561,756600,42100,,msa,42100,,2019
"Santa Fe, NM Metro Area",61200,149293,46.3,22624,14688,61921,43900,291800,42140,,msa,42140,,2019
"Santa Isabel, PR Micro Area",19827,21757,38.8,2585,922,7367,5714,93500,42180,,msa,42180,,2019
"Santa Maria-Santa Barbara, CA Metro Area",74624,444829,33.8,55474,24612,145856,75945,577400,42200,,msa,42200,,2019
"Santa Rosa-Petaluma, CA Metro Area",81018,499772,42.1,79864,30937,189374,116393,609600,42220,,msa,42220,,2019
"Sault Ste. Marie, MI Micro Area",46486,37629,40.5,3711,1267,13999,9442,119100,42300,,msa,42300,,2019
"Savannah, GA Metro Area",59459,386036,35.6,50199,21681,142788,84628,188900,42340,,msa,42340,,2019
"Shawano, WI Micro Area",55152,45462,44.0,3258,1420,18412,14095,135000,43020,,msa,43020,,2019
"Shawnee, OK Micro Area",49250,72154,37.7,5751,2247,25917,18006,120500,43060,,msa,43060,,2019
"Sheboygan, WI Metro Area",60696,115178,41.5,14106,4752,47738,33398,159700,43100,,msa,43100,,2019
"Shelby, NC Micro Area",42247,97282,41.8,7292,3104,35638,24156,120100,43140,,msa,43140,,2019
"Shelbyville, TN Micro Area",50415,48292,37.9,3670,1197,17029,11673,151100,43180,,msa,43180,,2019
"Shelton, WA Micro Area",57634,63804,45.6,5369,2117,24278,18787,226500,43220,,msa,43220,,2019
"Sheridan, WY Micro Area",60807,30140,42.3,3540,2239,13251,9117,272400,43260,,msa,43260,,2019
"Sherman-Denison, TX Metro Area",54815,131014,39.9,12286,4128,48454,32756,137400,43300,,msa,43300,,2019
"Show Low, AZ Micro Area",40067,109270,37.3,6176,3540,34990,24067,126100,43320,,msa,43320,,2019
"Shreveport-Bossier City, LA Metro Area",46407,399619,36.9,39758,16830,156062,96389,155400,43340,,msa,43340,,2019
"Sidney, OH Micro Area",63806,48749,39.5,3791,1872,18608,13246,145600,43380,,msa,43380,,2019
"Sierra Vista-Douglas, AZ Metro Area",49260,125867,41.1,12450,6313,50163,34577,146800,43420,,msa,43420,,2019
"Sikeston, MO Micro Area",44139,38633,40.0,2619,1294,15230,10152,109200,43460,,msa,43460,,2019
"Silver City, NM Micro Area",37843,27669,46.4,3412,1779,11851,8067,125100,43500,,msa,43500,,2019
"Sioux City, IA-NE-SD Metro Area",59937,143846,36.0,14124,4699,55391,37178,126200,43580,,msa,43580,,2019
"Sioux Falls, SD Metro Area",65621,259348,35.2,39395,12470,102294,68130,193300,43620,,msa,43620,,2019
"Snyder, TX Micro Area",54326,17096,36.4,1211,414,5941,4467,85500,43660,,msa,43660,,2019
"Somerset, KY Micro Area",39998,64350,42.0,4260,2197,25301,17453,116200,43700,,msa,43700,,2019
"Somerset, PA Micro Area",49089,74361,46.1,5880,2217,29644,23143,107000,43740,,msa,43740,,2019
"Sonora, CA Micro Area",60108,54045,48.4,5460,2045,22502,16039,289200,43760,,msa,43760,,2019
"South Bend-Mishawaka, IN-MI Metro Area",53323,321739,38.1,36115,15665,122891,86271,131500,43780,,msa,43780,,2019
"Spartanburg, SC Metro Area",52332,307617,38.2,32487,13809,116645,82396,141400,43900,,msa,43900,,2019
"Spearfish, SD Micro Area",52641,25478,42.1,4198,1364,11048,7147,207900,43940,,msa,43940,,2019
"Spencer, IA Micro Area",50521,16211,42.9,1885,474,7212,4884,124100,43980,,msa,43980,,2019
"Spirit Lake, IA Micro Area",59969,17127,48.4,3132,726,8174,6489,194300,44020,,msa,44020,,2019
"Spokane-Spokane Valley, WA Metro Area",56410,550160,38.2,70793,29422,220365,140251,222400,44060,,msa,44060,,2019
"Springfield, IL Metro Area",62533,209167,40.4,30820,13069,88899,61724,141500,44100,,msa,44100,,2019
"Springfield, MA Metro Area",59419,699480,39.3,87165,49242,268830,169988,228100,44140,,msa,44140,,2019
"Springfield, MO Metro Area",48549,462434,36.8,53353,22197,188342,116654,147700,44180,,msa,44180,,2019
"Springfield, OH Metro Area",50873,134726,41.1,10507,5176,54696,36093,115500,44220,,msa,44220,,2019
"Starkville, MS Micro Area",41109,59280,27.8,6079,3864,21580,12087,144500,44260,,msa,44260,,2019
"State College, PA Metro Area",60403,161960,32.3,23415,12805,58201,35806,234900,44300,,msa,44300,,2019
"Statesboro, GA Micro Area",45550,76120,28.8,6007,3588,27375,14758,140700,44340,,msa,44340,,2019
"Staunton, VA Metro Area",57140,121651,43.7,13694,6424,49329,34806,198600,44420,,msa,44420,,2019
"Steamboat Springs, CO Micro Area",77443,25072,40.2,5811,2333,9603,6837,535300,44460,,msa,44460,,2019
"Stephenville, TX Micro Area",52742,41841,30.4,5387,1637,13595,8623,159900,44500,,msa,44500,,2019
"Sterling, CO Micro Area",53318,22380,38.2,2103,782,8393,5476,157900,44540,,msa,44540,,2019
"Sterling, IL Micro Area",54232,56016,43.4,4792,1856,23084,17279,106700,44580,,msa,44580,,2019
"Stevens Point, WI Micro Area",58853,70632,37.0,10399,3070,28675,19794,168100,44620,,msa,44620,,2019
"Stillwater, OK Micro Area",41603,81815,27.3,9445,4108,30788,15910,161700,44660,,msa,44660,,2019
"Stockton, CA Metro Area",64432,742603,34.3,60276,19050,228567,129419,342100,44700,,msa,44700,,2019
"Storm Lake, IA Micro Area",57125,20058,35.0,1690,530,7524,4861,115600,44740,,msa,44740,,2019
"Sturgis, MI Micro Area",52086,60836,39.6,4273,1908,24150,18018,122300,44780,,msa,44780,,2019
"Sulphur Springs, TX Micro Area",52078,36486,39.2,3501,1127,13424,9343,114900,44860,,msa,44860,,2019
"Summerville, GA Micro Area",36807,24812,39.4,904,435,9260,6315,72200,44900,,msa,44900,,2019
"Sumter, SC Metro Area",44486,140714,38.1,10868,5041,54937,37115,112300,44940,,msa,44940,,2019
"Sunbury, PA Micro Area",48671,91761,44.5,7491,2752,39075,27654,117400,44980,,msa,44980,,2019
"Susanville, CA Micro Area",56352,30818,36.6,2080,557,9280,6270,203000,45000,,msa,45000,,2019
"Sweetwater, TX Micro Area",45537,14904,37.5,1058,315,5407,3635,75500,45020,,msa,45020,,2019
"Syracuse, NY Metro Area",60337,652416,39.6,79208,45563,257280,173852,137200,45060,,msa,45060,,2019
"Tahlequah, OK Micro Area",42774,48664,35.3,5188,2157,16665,11391,118000,45140,,msa,45140,,2019
"Talladega-Sylacauga, AL Micro Area",41325,80387,41.3,5270,2406,31395,22382,105300,45180,,msa,45180,,2019
"Tallahassee, FL Metro Area",51874,382197,33.8,52406,24823,147777,86329,177600,45220,,msa,45220,,2019
"Tampa-St. Petersburg-Clearwater, FL Metro Area",55285,3097859,42.1,438271,170198,1213267,787384,193500,45300,,msa,45300,,2019
"Taos, NM Micro Area",38329,32786,48.8,4127,2162,12103,9249,239500,45340,,msa,45340,,2019
"Taylorville, IL Micro Area",52834,32931,43.4,2756,960,13901,10435,90900,45380,,msa,45380,,2019
"Terre Haute, IN Metro Area",48591,186908,38.6,15768,7181,72902,49462,92900,45460,,msa,45460,,2019
"Texarkana, TX-AR Metro Area",47377,149292,38.6,12737,4826,55865,36079,111500,45500,,msa,45500,,2019
"The Dalles, OR Micro Area",53105,26130,40.8,2265,996,10305,6408,212900,45520,,msa,45520,,2019
"The Villages, FL Metro Area",57226,125044,67.4,20675,11859,56230,50446,258600,45540,,msa,45540,,2019
"Thomaston, GA Micro Area",37640,26236,42.1,1521,568,10154,6861,93300,45580,,msa,45580,,2019
"Thomasville, GA Micro Area",43740,44630,40.4,4213,2409,17595,10774,146800,45620,,msa,45620,,2019
"Tiffin, OH Micro Area",52500,55351,39.9,3887,1941,21648,15642,106500,45660,,msa,45660,,2019
"Tifton, GA Micro Area",45639,40541,36.2,2488,1461,15144,9087,118100,45700,,msa,45700,,2019
"Toccoa, GA Micro Area",47164,25750,41.8,2051,1090,9543,6661,105300,45740,,msa,45740,,2019
